Purchase date,Purchase time,order type,purchase type,order ID,brand name,상점명,거래유형,주문내역,총금액,주문금액,결제금액,쿠팡부담할인금액,상점부담할인금액,기본요금,,,프로모션요금,,고객부담배달비,고객부담배달비 (총액),프로모션혜택금액,최종요금,,,광고비,,,정산금액
,,,,,,,,,,,,,,서비스수수료,카드수수료 및 결제이용료,배달수수료,주문중개수수료,배달요금,,,,총공급가액,총부가세액,총액,총공급가액,총부가세액,총액,
10/18/2021,10/18/2021 22:02,배달,CREDIT,03FYG0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 KIT, 수제 디톡스 파인애플 에이드 (ICE)","24,000","21,000","24,000",0,0,"3,150",630,"6,000","1,000","5,000","2,727","3,000","5,877","3,903",390,"4,293",0,0,0,"16,707"
10/18/2021,10/18/2021 22:38,배달,CREDIT,14TMR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,900","21,900","24,900",0,0,"3,285",657,"6,000","1,000","5,000","2,727","3,000","6,012","3,930",393,"4,323",0,0,0,"17,577"
10/19/2021,10/19/2021 11:42,배달,CREDIT,2CVM80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 고구마 (180g)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
10/19/2021,10/19/2021 14:22,배달,BANK,1E2UG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356",0,0,0,"18,544"
10/19/2021,10/19/2021 16:10,배달,CHECK,07RFR0,,다이어트랩,PAY,"OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, 벌크업 소고기 스테이크 KIT","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","1,652",165,"1,817","10,538"
10/19/2021,10/19/2021 17:42,배달,CREDIT,10GYR0,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, GO단백 닭가슴살 스테이크 KIT","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
10/19/2021,10/19/2021 19:17,배달,CREDIT,9480,,다이어트랩,PAY,GO단백 닭가슴살 KIT,"18,400","15,400","18,400",0,0,"2,310",462,"6,000","1,000","5,000","2,727","3,000","5,037","3,735",373,"4,108",0,0,0,"11,292"
10/19/2021,10/19/2021 23:10,배달,BANK,2RLR00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"32,900","26,900","32,900",0,0,"4,035",807,"6,000","1,000","5,000","2,727","3,000","6,762","4,080",408,"4,488","6,994",699,"7,693","14,719"
10/20/2021,10/20/2021 9:04,배달,CHECK,0D5H00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372",0,0,0,"19,028"
10/20/2021,10/20/2021 9:38,배달,CHECK,2NCKG0,,다이어트랩,PAY,"벌크업 소고기 단백질 KITx2, 핸드드립 아메리카노x2","32,000","29,000","32,000",0,0,"4,350",870,"6,000","1,000","5,000","2,727","3,000","7,077","4,143",414,"4,557",0,0,0,"24,443"
10/20/2021,10/20/2021 10:49,배달,BANK,2FN000,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339",0,0,0,"18,061"
10/20/2021,10/20/2021 10:55,배달,CREDIT,1E00G0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,900","26,900","29,900",0,0,"4,035",807,"6,000","1,000","5,000","2,727","3,000","6,762","4,080",408,"4,488",0,0,0,"22,412"
10/20/2021,10/20/2021 11:18,배달,CREDIT,2GG7R0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"29,000","23,000","29,000",0,0,"3,450",690,"6,000","1,000","5,000","2,727","3,000","6,177","3,963",396,"4,359","1,150",115,"1,265","17,376"
10/20/2021,10/20/2021 14:22,배달,CREDIT,0ENNR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,300","23,300","26,300",0,0,"3,495",699,"6,000","1,000","5,000","2,727","3,000","6,222","3,972",397,"4,369",0,0,0,"18,931"
10/20/2021,10/20/2021 16:24,배달,BANK,2G6TG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 아라비아따 (수비드) 닭가슴살, 카페라떼","29,500","23,500","29,500",0,0,"3,525",705,"6,000","1,000","5,000","2,727","3,000","6,252","3,978",398,"4,376","6,110",611,"6,721","12,403"
10/20/2021,10/20/2021 20:28,배달,CHECK,1R9D80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356",0,0,0,"18,544"
10/20/2021,10/20/2021 22:13,배달,CHECK,1KFR00,,다이어트랩,PAY,"아라비아따 (수비드) 닭가슴살, 매콤달콤 (수비드) 닭가슴살, OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, 직접 구운계란 (모두가 아는 찜질방 그 맛)x2, 닭가슴살 믹스 샐러드","36,800","33,800","36,800",0,0,"5,070","1,014","6,000","1,000","5,000","2,727","3,000","7,797","4,287",428,"4,715",0,0,0,"29,085"
10/20/2021,10/20/2021 22:32,배달,CREDIT,2G0000,,다이어트랩,PAY,"OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, OP CHOCO (ICE) 초코 프로틴, 애플 유자티, 수제 디톡스 파인애플 에이드 (ICE)","33,400","30,400","33,400",0,0,"4,560",912,"6,000","1,000","5,000","2,727","3,000","7,287","4,185",418,"4,603","7,904",790,"8,694","17,103"
10/21/2021,10/21/2021 9:26,배달,CREDIT,2ACX00,,다이어트랩,PAY,연어 스테이크 KIT,"18,000","15,000","16,000","2,000",0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
10/21/2021,10/21/2021 10:01,배달,CREDIT,0JS9R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389","1,195",120,"1,315","18,196"
10/21/2021,10/21/2021 11:05,배달,CREDIT,14AK00,,다이어트랩,PAY,REAL VEGETARIAN KIT (채식),"18,200","15,200","18,200",0,0,"2,280",456,"6,000","1,000","5,000","2,727","3,000","5,007","3,729",373,"4,102",760,76,836,"10,262"
10/21/2021,10/21/2021 11:17,배달,CREDIT,0UXXG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
10/21/2021,10/21/2021 11:41,배달,CREDIT,0LX3G0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
10/21/2021,10/21/2021 12:34,배달,CHECK,29BSG0,,다이어트랩,PAY,"고구마 (180g)x2, 고구마 (180g)","21,800","18,800","21,800",0,0,"2,820",564,"6,000","1,000","5,000","2,727","3,000","5,547","3,837",383,"4,220",0,0,0,"14,580"
10/21/2021,10/21/2021 12:40,배달,MONEY,0XKYG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356",0,0,0,"18,544"
10/21/2021,10/21/2021 14:28,배달,CREDIT,0YEKG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 고구마 (180g)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
10/21/2021,10/21/2021 14:28,배달,CREDIT,2HXS00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 고구마 (180g)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
10/21/2021,10/21/2021 14:35,배달,CREDIT,2A5C80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,300","23,300","26,300",0,0,"3,495",699,"6,000","1,000","5,000","2,727","3,000","6,222","3,972",397,"4,369",0,0,0,"18,931"
10/21/2021,10/21/2021 14:35,배달,CREDIT,0YEKG0,,다이어트랩,CANCEL,"GO단백 닭가슴살 스테이크 KIT, 고구마 (180g)","-18,000","-15,000","-18,000",0,0,"-2,250",-450,"-6,000","-1,000","-5,000","-2,727","-3,000","-4,977","-3,723",-372,"-4,095",0,0,0,"-10,905"
10/21/2021,10/21/2021 16:19,배달,BANK,2MMFR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 아라비아따 (수비드) 닭가슴살, 카페라떼","29,500","23,500","29,500",0,0,"3,525",705,"6,000","1,000","5,000","2,727","3,000","6,252","3,978",398,"4,376",0,0,0,"19,124"
10/21/2021,10/21/2021 19:34,배달,CREDIT,0CB480,,다이어트랩,PAY,단호박 (120g)x14,"45,000","42,000","45,000",0,0,"6,300","1,260","6,000","1,000","5,000","2,727","3,000","9,027","4,533",453,"4,986",0,0,0,"37,014"
10/21/2021,10/21/2021 20:46,배달,CREDIT,2RDT80,,다이어트랩,PAY,"수제 디톡스 파인애플 티 (ICE), OP CHOCO (ICE) 초코 프로틴, 대추 토마토","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211",0,0,0,"14,289"
10/21/2021,10/21/2021 21:06,배달,CREDIT,1Y1280,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","19,900","16,900","19,900",0,0,"2,535",507,"6,000","1,000","5,000","2,727","3,000","5,262","3,780",378,"4,158",0,0,0,"12,742"
10/21/2021,10/21/2021 22:18,배달,CREDIT,28R2G0,,다이어트랩,PAY,GO단백 닭가슴살 소시지 KITx2,"19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
10/21/2021,10/21/2021 22:20,배달,CHECK,0306G0,,다이어트랩,PAY,"브로콜리 50gx2, 단호박 (120g)","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260",0,0,0,"15,740"
10/22/2021,10/22/2021 10:45,배달,CHECK,1AK480,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372",0,0,0,"19,028"
10/22/2021,10/22/2021 15:12,배달,CHECK,2RWFG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372",0,0,0,"19,028"
10/22/2021,10/22/2021 15:43,배달,CREDIT,2MBUG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260",0,0,0,"15,740"
10/22/2021,10/22/2021 19:58,배달,CHECK,0EDJ00,,다이어트랩,PAY,"고구마 (180g)x2, 고구마 (180g)","21,800","18,800","21,800",0,0,"2,820",564,"6,000","1,000","5,000","2,727","3,000","5,547","3,837",383,"4,220",0,0,0,"14,580"
10/22/2021,10/22/2021 22:48,배달,CREDIT,0EL400,,다이어트랩,PAY,"OP CHO'BANA (ICE) 초코바나나 프로틴, 연어 스테이크 KIT","24,900","21,900","24,900",0,0,"3,285",657,"6,000","1,000","5,000","2,727","3,000","6,012","3,930",393,"4,323","5,694",569,"6,263","11,314"
10/23/2021,10/23/2021 12:49,배달,CHECK,0J9M00,,다이어트랩,PAY,"OP CHO'BANA (ICE) 초코바나나 프로틴, REAL VEGETARIAN KIT (채식)","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",932,93,"1,025","10,363"
10/23/2021,10/23/2021 14:00,배달,MONEY,24VG80,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 수제 디톡스 파인애플 티 (ICE)","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","1,602",160,"1,762","10,110"
10/23/2021,10/23/2021 14:10,배달,BANK,0VPE80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389","6,214",621,"6,835","12,676"
10/24/2021,10/24/2021 10:43,배달,CREDIT,0D3280,,다이어트랩,PAY,"벌크업 소고기 스테이크 KITx2, OP CHOCO (ICE) 초코 프로틴","27,500","24,500","27,500",0,0,"3,675",735,"6,000","1,000","5,000","2,727","3,000","6,402","4,008",401,"4,409","2,453",245,"2,698","17,393"
10/24/2021,10/24/2021 17:22,배달,CREDIT,220UG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 핸드드립 아메리카노","18,400","15,400","18,400",0,0,"2,310",462,"6,000","1,000","5,000","2,727","3,000","5,037","3,735",373,"4,108",0,0,0,"11,292"
10/24/2021,10/24/2021 17:48,배달,CREDIT,07B700,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, 탄수화물 에너지 KIT, 직접 구운계란 (모두가 아는 찜질방 그 맛)","52,400","49,400","52,400",0,0,"7,410","1,482","6,000","1,000","5,000","2,727","3,000","10,137","4,755",475,"5,230",0,0,0,"44,170"
10/24/2021,10/24/2021 18:53,배달,CREDIT,0HD7R0,,다이어트랩,PAY,단호박 (120g)x14,"45,000","42,000","45,000",0,0,"6,300","1,260","6,000","1,000","5,000","2,727","3,000","9,027","4,533",453,"4,986",0,0,0,"37,014"
10/24/2021,10/24/2021 20:33,배달,CREDIT,2EHVG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 핸드드립 아메리카노","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",775,78,853,"10,535"
10/25/2021,10/25/2021 10:06,배달,CREDIT,1TJMG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 핸드드립 아메리카노","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
10/25/2021,10/25/2021 11:00,배달,CREDIT,1VELG0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"40,000","37,000","40,000",0,0,"5,550","1,110","6,000","1,000","5,000","2,727","3,000","8,277","4,383",438,"4,821",0,0,0,"32,179"
10/25/2021,10/25/2021 11:13,배달,CREDIT,1TX680,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, 벌크업 소고기 스테이크 KIT","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
10/25/2021,10/25/2021 11:38,배달,CREDIT,01SX80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"30,900","24,900","30,900",0,0,"3,735",747,"6,000","1,000","5,000","2,727","3,000","6,462","4,020",402,"4,422",0,0,0,"20,478"
10/25/2021,10/25/2021 12:15,배달,CREDIT,1BJH00,,다이어트랩,PAY,벌크업 소고기 단백질 KIT,"22,800","16,800","22,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154",0,0,0,"12,646"
10/25/2021,10/25/2021 12:16,배달,CREDIT,1HGRR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290","5,228",523,"5,751","10,859"
10/25/2021,10/25/2021 12:23,배달,CREDIT,1BYN00,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, REAL VEGETARIAN KIT (채식)","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161",0,0,0,"12,839"
10/25/2021,10/25/2021 13:00,배달,CHECK,2423R0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"40,500","37,500","40,500",0,0,"5,625","1,125","6,000","1,000","5,000","2,727","3,000","8,352","4,398",440,"4,838",0,0,0,"32,662"
10/25/2021,10/25/2021 16:05,배달,CHECK,1393R0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 직접 구운계란 (모두가 아는 찜질방 그 맛)","28,300","25,300","28,300",0,0,"3,795",759,"6,000","1,000","5,000","2,727","3,000","6,522","4,032",403,"4,435",0,0,0,"20,865"
10/25/2021,10/25/2021 16:08,배달,BANK,2C42R0,,다이어트랩,PAY,"직접 구운계란 (모두가 아는 찜질방 그 맛)x3, 고구마 (180g)x3","23,700","20,700","23,700",0,0,"3,105",621,"6,000","1,000","5,000","2,727","3,000","5,832","3,894",389,"4,283",0,0,0,"16,417"
10/25/2021,10/25/2021 17:21,배달,CREDIT,19BM80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴","23,200","17,200","23,200",0,0,"2,580",516,"6,000","1,000","5,000","2,727","3,000","5,307","3,789",379,"4,168",0,0,0,"13,032"
10/25/2021,10/25/2021 17:27,배달,CREDIT,2K7AG0,,다이어트랩,PAY,"핸드드립 아메리카노, 벌크업 소고기 스테이크 KIT","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","3,752",375,"4,127","6,778"
10/25/2021,10/25/2021 18:57,배달,CREDIT,1FWS80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","2,443",244,"2,687","17,308"
10/25/2021,10/25/2021 19:26,배달,CREDIT,23WRR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 벌크업 소고기 스테이크 KIT","24,400","18,400","24,400",0,0,"2,760",552,"6,000","1,000","5,000","2,727","3,000","5,487","3,825",382,"4,207","1,842",184,"2,026","12,167"
10/25/2021,10/25/2021 22:22,배달,CREDIT,160A80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"33,400","30,400","33,400",0,0,"4,560",912,"6,000","1,000","5,000","2,727","3,000","7,287","4,185",418,"4,603",0,0,0,"25,797"
10/26/2021,10/26/2021 9:06,배달,CREDIT,1EJXG0,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 수제 디톡스 파인애플 티 (ICE)","23,400","20,400","23,400",0,0,"3,060",612,"6,000","1,000","5,000","2,727","3,000","5,787","3,885",388,"4,273",0,0,0,"16,127"
10/26/2021,10/26/2021 11:58,배달,CREDIT,2PLEG0,,다이어트랩,PAY,"OP VANI'COF (ICE) 바닐라커피 프로틴, OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, GO단백 닭가슴살 스테이크 KIT","27,900","24,900","27,900",0,0,"3,735",747,"6,000","1,000","5,000","2,727","3,000","6,462","4,020",402,"4,422",0,0,0,"20,478"
10/26/2021,10/26/2021 12:13,배달,CREDIT,0Y3UG0,,다이어트랩,PAY,REAL VEGETARIAN KIT (채식),"18,300","15,300","18,300",0,0,"2,295",459,"6,000","1,000","5,000","2,727","3,000","5,022","3,732",373,"4,105","1,532",153,"1,685","9,510"
10/26/2021,10/26/2021 13:00,배달,BANK,2ASCR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,300","26,300","29,300",0,0,"3,945",789,"6,000","1,000","5,000","2,727","3,000","6,672","4,062",406,"4,468","2,633",263,"2,896","18,936"
10/26/2021,10/26/2021 13:24,배달,CREDIT,1W9X00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, REAL VEGETARIAN KIT (채식)","20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178",0,0,0,"13,322"
10/26/2021,10/26/2021 18:33,배달,CREDIT,2HDJ00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"42,500","39,500","42,500",0,0,"5,925","1,185","6,000","1,000","5,000","2,727","3,000","8,652","4,458",446,"4,904","3,954",395,"4,349","30,247"
10/26/2021,10/26/2021 18:58,배달,CHECK,2BEA00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 브로콜리 50gx2","21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194","1,802",180,"1,982","11,824"
10/26/2021,10/26/2021 20:18,배달,CREDIT,1JPH00,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125",0,0,0,"11,775"
10/26/2021,10/26/2021 21:22,배달,CREDIT,004CG0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"44,000","41,000","44,000",0,0,"6,150","1,230","6,000","1,000","5,000","2,727","3,000","8,877","4,503",450,"4,953",0,0,0,"36,047"
10/26/2021,10/26/2021 22:16,배달,CREDIT,0V4VG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"19,900","16,900","19,900",0,0,"2,535",507,"6,000","1,000","5,000","2,727","3,000","5,262","3,780",378,"4,158",0,0,0,"12,742"
10/26/2021,10/26/2021 22:33,배달,CHECK,1JW580,,다이어트랩,PAY,"단호박 (120g), 브로콜리 50gx2, 대추 토마토","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","1,952",195,"2,147","13,109"
10/26/2021,10/26/2021 22:48,배달,CREDIT,1YW700,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244",0,0,0,"15,256"
10/27/2021,10/27/2021 9:43,배달,CHECK,22GH00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"42,900","36,900","42,900",0,0,"5,535","1,107","6,000","1,000","5,000","2,727","3,000","8,262","4,380",438,"4,818",0,0,0,"32,082"
10/27/2021,10/27/2021 9:51,배달,CREDIT,0M3CG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 핸드드립 아메리카노, 수제 디톡스 파인애플 에이드 (ICE)","29,500","26,500","29,500",0,0,"3,975",795,"6,000","1,000","5,000","2,727","3,000","6,702","4,068",407,"4,475",0,0,0,"22,025"
10/27/2021,10/27/2021 10:54,배달,CREDIT,04RY80,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"18,300","15,300","18,300",0,0,"2,295",459,"6,000","1,000","5,000","2,727","3,000","5,022","3,732",373,"4,105",0,0,0,"11,195"
10/27/2021,10/27/2021 11:09,배달,CHECK,1PWW80,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴x2, 벌크업 소고기 스테이크 KIT","27,500","24,500","27,500",0,0,"3,675",735,"6,000","1,000","5,000","2,727","3,000","6,402","4,008",401,"4,409",0,0,0,"20,091"
10/27/2021,10/27/2021 17:50,배달,BANK,1TYNR0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
10/27/2021,10/27/2021 18:51,배달,CREDIT,170A00,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","30,500","27,500","30,500",0,0,"4,125",825,"6,000","1,000","5,000","2,727","3,000","6,852","4,098",410,"4,508",0,0,0,"22,992"
10/27/2021,10/27/2021 19:31,배달,CREDIT,0FDRR0,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), 벌크업 소고기 스테이크 KIT","26,500","20,500","26,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277",0,0,0,"16,223"
10/27/2021,10/27/2021 19:39,배달,CREDIT,0AJYR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 수제 디톡스 파인애플 티 (ICE)","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277","1,025",103,"1,128","15,095"
10/27/2021,10/27/2021 22:51,배달,CREDIT,22D8G0,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, 더블 단백질 3 (소고기  닭가슴살) KIT, 탄수화물 에너지 KIT","59,500","56,500","59,500",0,0,"8,475","1,695","6,000","1,000","5,000","2,727","3,000","11,202","4,968",497,"5,465",0,0,0,"51,035"
10/27/2021,10/27/2021 23:33,배달,CREDIT,15C500,,다이어트랩,PAY,"핸드드립 아메리카노, GO단백 닭가슴살 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
10/28/2021,10/28/2021 11:48,배달,CREDIT,0WBW80,,다이어트랩,PAY,벌크업 소고기 단백질 KIT,"22,800","16,800","22,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154",0,0,0,"12,646"
10/28/2021,10/28/2021 12:14,배달,CHECK,1TGA00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 아라비아따 (수비드) 닭가슴살","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
10/28/2021,10/28/2021 13:08,배달,CHECK,2CHX80,,다이어트랩,PAY,"더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, GO단백 닭가슴살 스테이크 KIT","23,400","20,400","23,400",0,0,"3,060",612,"6,000","1,000","5,000","2,727","3,000","5,787","3,885",388,"4,273",0,0,0,"16,127"
10/28/2021,10/28/2021 17:28,배달,BANK,1V5TG0,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 벌크업 소고기 스테이크 KIT","22,000","16,000","22,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
10/28/2021,10/28/2021 18:35,배달,CREDIT,1S8JR0,,다이어트랩,PAY,OP CHO'COF (ICE) 초코커피 프로틴x3,"27,000","24,000","27,000",0,0,"3,600",720,"6,000","1,000","5,000","2,727","3,000","6,327","3,993",399,"4,392","1,200",120,"1,320","18,288"
