거래일,거래일시,결제유형,주문아이디,브랜드명,상점명,거래유형,주문내역,총금액,주문금액,결제금액,쿠팡부담할인금액,상점부담할인금액,기본요금,,,프로모션요금,,고객부담배달비,고객부담배달비 (총액),프로모션혜택금액,최종요금,,,정산금액
,,,,,,,,,,,,,서비스수수료,카드수수료 및 결제이용료,배달수수료,주문중개수수료,배달요금,,,,총공급가액,총부가세액,총액,
2021-04-20,2021-04-20 15:37,CREDIT,179KG0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, (3KIT 선택) 하루 세끼 다이어트 식단","33,400","30,400","33,400",0,0,"4,560",912,"6,000","1,000","5,000","2,727","3,000","7,287","4,185",418,"4,603","25,797"
2021-04-20,2021-04-20 18:32,CREDIT,133XG0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT, 고구마 (180g)","22,000","19,000","22,000",0,0,"2,850",570,"6,000","1,000","5,000","2,727","3,000","5,577","3,843",384,"4,227","14,773"
2021-04-20,2021-04-20 19:00,CREDIT,2VXDG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,900","24,900","27,900",0,0,"3,735",747,"6,000","1,000","5,000","2,727","3,000","6,462","4,020",402,"4,422","20,478"
2021-04-21,2021-04-21 11:52,BANK,2KXB00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 벌크업 소고기 스테이크 KIT","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161","12,839"
2021-04-21,2021-04-21 12:07,CHECK,0R0MG0,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KITx2, 대추 토마토","24,000","21,000","24,000",0,0,"3,150",630,"6,000","1,000","5,000","2,727","3,000","5,877","3,903",390,"4,293","16,707"
2021-04-21,2021-04-21 12:38,CHECK,0Y8JG0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"42,500","39,500","42,500",0,0,"5,925","1,185","6,000","1,000","5,000","2,727","3,000","8,652","4,458",446,"4,904","34,596"
2021-04-21,2021-04-21 17:49,BANK,2RERR0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT","40,800","37,800","40,800",0,0,"5,670","1,134","6,000","1,000","5,000","2,727","3,000","8,397","4,407",440,"4,847","32,953"
2021-04-21,2021-04-21 17:55,CHECK,080FR0,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, 핸드드립 아메리카노","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161","12,839"
2021-04-22,2021-04-22 10:24,CREDIT,0WSS80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,400","21,400","23,400","1,000",0,"3,210",642,"6,000","1,000","5,000","2,727","3,000","5,937","3,915",391,"4,306","17,094"
2021-04-22,2021-04-22 10:31,CREDIT,0DU3R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372","19,028"
2021-04-22,2021-04-22 11:24,CHECK,246S80,,다이어트랩,PAY,"OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, GO단백 닭가슴살 소시지 KIT, 대추 토마토","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277","16,223"
2021-04-22,2021-04-22 12:30,CREDIT,2TK5G0,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, 연어 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT, REAL VEGETARIAN KIT (채식), 벌크업 소고기 단백질 KIT, 벌크업 소고기 스테이크 KIT, 벌크업 소고기 스테이크 KIT","67,900","64,900","67,900",0,0,"9,735","1,947","6,000","1,000","5,000","2,727","3,000","12,462","5,220",522,"5,742","59,158"
2021-04-22,2021-04-22 15:23,CREDIT,04GER0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP VANI'COF (ICE) 바닐라커피 프로틴","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112","11,388"
2021-04-23,2021-04-23 10:12,CREDIT,28R500,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389","19,511"
2021-04-23,2021-04-23 10:47,CREDIT,12GP00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"49,400","43,400","49,400",0,0,"6,510","1,302","6,000","1,000","5,000","2,727","3,000","9,237","4,575",457,"5,032","38,368"
2021-04-23,2021-04-23 12:00,CREDIT,1YT980,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, 더블 단백질 3 (소고기  닭가슴살) KIT","25,500","22,500","25,500",0,0,"3,375",675,"6,000","1,000","5,000","2,727","3,000","6,102","3,948",395,"4,343","18,157"
2021-04-23,2021-04-23 12:20,CREDIT,0T1WR0,,다이어트랩,PAY,GO단백 닭가슴살 소시지 KITx2,"19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","11,872"
2021-04-23,2021-04-23 19:22,CREDIT,00FP00,,다이어트랩,PAY,"연어 스테이크 KITx2, REAL VEGETARIAN KIT (채식)x2","38,000","32,000","38,000",0,0,"4,800",960,"6,000","1,000","5,000","2,727","3,000","7,527","4,233",423,"4,656","27,344"
2021-04-23,2021-04-23 21:11,CREDIT,04J0G0,,다이어트랩,PAY,REAL VEGETARIAN KIT (채식)x2,"19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","11,872"
2021-04-23,2021-04-23 21:11,CREDIT,04J0G0,,다이어트랩,CANCEL,REAL VEGETARIAN KIT (채식)x2,"-19,000","-16,000","-19,000",0,0,"-2,400",-480,"-6,000","-1,000","-5,000","-2,727","-3,000","-5,127","-3,753",-375,"-4,128","-11,872"
2021-04-23,2021-04-23 21:12,CREDIT,1JNHR0,,다이어트랩,PAY,REAL VEGETARIAN KIT (채식)x2,"20,600","17,600","20,600",0,0,"2,640",528,"6,000","1,000","5,000","2,727","3,000","5,367","3,801",380,"4,181","13,419"
2021-04-24,2021-04-24 12:56,CREDIT,2SA4G0,,다이어트랩,PAY,"연어 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112","11,388"
2021-04-24,2021-04-24 12:56,CREDIT,2SA4G0,,다이어트랩,CANCEL,"연어 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","-18,500","-15,500","-18,500",0,0,"-2,325",-465,"-6,000","-1,000","-5,000","-2,727","-3,000","-5,052","-3,738",-374,"-4,112","-11,388"
2021-04-24,2021-04-24 12:57,CREDIT,2N4C00,,다이어트랩,PAY,"연어 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE), 뱅쇼 (수제)","28,200","25,200","28,200",0,0,"3,780",756,"6,000","1,000","5,000","2,727","3,000","6,507","4,029",403,"4,432","20,768"
2021-04-24,2021-04-24 17:28,CREDIT,2FYUG0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, (3KIT 선택) 하루 세끼 다이어트 식단","31,400","28,400","31,400",0,0,"4,260",852,"6,000","1,000","5,000","2,727","3,000","6,987","4,125",412,"4,537","23,863"
2021-04-24,2021-04-24 17:45,CREDIT,207300,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161","12,839"
2021-04-24,2021-04-24 18:35,CREDIT,2VJ9R0,,다이어트랩,PAY,REAL VEGETARIAN KIT (채식),"19,400","16,400","19,400",0,0,"2,460",492,"6,000","1,000","5,000","2,727","3,000","5,187","3,765",376,"4,141","12,259"
2021-04-25,2021-04-25 10:12,BANK,1P5P00,,다이어트랩,PAY,"수제 디톡스 파인애플 티 (ICE), REAL VEGETARIAN KIT (채식)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-04-25,2021-04-25 16:12,CHECK,0VGB80,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-04-25,2021-04-25 19:46,CREDIT,04N6R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,800","26,800","29,800",0,0,"4,020",804,"6,000","1,000","5,000","2,727","3,000","6,747","4,077",407,"4,484","22,316"
2021-04-25,2021-04-25 23:25,CREDIT,16M1R0,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), GO단백 닭가슴살 스테이크 KIT, 대추 토마토, 직접 구운계란 (모두가 아는 찜질방 그 맛)","25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339","18,061"
2021-04-25,2021-04-25 23:59,CREDIT,00K0G0,,다이어트랩,PAY,"OP VANI'BANA (ICE) 바닐라바나나 프로틴, 더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277","16,223"
2021-04-26,2021-04-26 11:25,CREDIT,18FWG0,,다이어트랩,PAY,"GO단백 닭가슴살 KITx2, 직접 구운계란 (모두가 아는 찜질방 그 맛)","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125","11,775"
2021-04-26,2021-04-26 12:57,CHECK,0B2AR0,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, 닭가슴살 믹스 샐러드","25,500","19,500","25,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","15,256"
2021-04-26,2021-04-26 17:44,CREDIT,041000,,다이어트랩,PAY,"닭가슴살 믹스 샐러드, 벌크업 소고기 스테이크 KIT","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-04-26,2021-04-26 21:21,BANK,0A1580,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 수제 디톡스 파인애플 에이드 (ICE)","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326","17,674"
2021-04-26,2021-04-26 23:12,CHECK,1S9080,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","19,995"
2021-04-27,2021-04-27 18:18,CREDIT,268LR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,400","21,400","24,400",0,0,"3,210",642,"6,000","1,000","5,000","2,727","3,000","5,937","3,915",391,"4,306","17,094"
2021-04-27,2021-04-27 18:20,CHECK,0CFYR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339","18,061"
2021-04-27,2021-04-27 22:10,BANK,2KJDG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 대추 토마토","26,500","23,500","26,500",0,0,"3,525",705,"6,000","1,000","5,000","2,727","3,000","6,252","3,978",398,"4,376","19,124"
2021-04-27,2021-04-27 23:01,CHECK,0P7480,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-04-28,2021-04-28 13:20,BANK,1TGS80,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 대추 토마토","28,000","25,000","28,000",0,0,"3,750",750,"6,000","1,000","5,000","2,727","3,000","6,477","4,023",402,"4,425","20,575"
2021-04-29,2021-04-29 17:16,CREDIT,0ER600,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"31,900","28,900","31,900",0,0,"4,335",867,"6,000","1,000","5,000","2,727","3,000","7,062","4,140",414,"4,554","24,346"
2021-04-30,2021-04-30 15:59,CREDIT,20AER0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","19,995"
2021-04-30,2021-04-30 22:51,CHECK,2W7UG0,,다이어트랩,PAY,"소고기 믹스샐러드, 수제 디톡스 파인애플 티 (ICE)","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-05-02,2021-05-02 10:51,CREDIT,2GPHR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"33,400","30,400","33,400",0,0,"4,560",912,"6,000","1,000","5,000","2,727","3,000","7,287","4,185",418,"4,603","25,797"
2021-05-02,2021-05-02 18:22,CHECK,0UT780,,다이어트랩,PAY,"직접 구운계란 (모두가 아는 찜질방 그 맛)x5, REAL VEGETARIAN KIT (채식)","31,000","25,000","31,000",0,0,"3,750",750,"6,000","1,000","5,000","2,727","3,000","6,477","4,023",402,"4,425","20,575"
2021-05-02,2021-05-02 18:25,CHECK,0UT780,,다이어트랩,CANCEL,"직접 구운계란 (모두가 아는 찜질방 그 맛)x5, REAL VEGETARIAN KIT (채식)","-31,000","-25,000","-31,000",0,0,"-3,750",-750,"-6,000","-1,000","-5,000","-2,727","-3,000","-6,477","-4,023",-402,"-4,425","-20,575"
2021-05-03,2021-05-03 18:23,CREDIT,0WXL80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT","19,000","16,000","16,000","3,000",0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","11,872"
2021-05-03,2021-05-03 18:28,BANK,2T0KG0,,다이어트랩,PAY,"GO단백 닭가슴살 KITx2, 모듬 야채 100g, 미니양배추 50g, 컬리플라워 50g","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211","14,289"
2021-05-03,2021-05-03 19:53,BANK,1SYJ00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-03,2021-05-03 20:51,BANK,2610G0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 대추 토마토","26,500","23,500","26,500",0,0,"3,525",705,"6,000","1,000","5,000","2,727","3,000","6,252","3,978",398,"4,376","19,124"
2021-05-03,2021-05-03 22:57,CREDIT,2K3WR0,,다이어트랩,PAY,"수제 디톡스 파인애플 티 (ICE), GO단백 닭가슴살 스테이크 KIT","27,500","24,500","27,500",0,0,"3,675",735,"6,000","1,000","5,000","2,727","3,000","6,402","4,008",401,"4,409","20,091"
2021-05-04,2021-05-04 10:01,CREDIT,0XVMR0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 핸드드립 아메리카노","33,300","30,300","33,300",0,0,"4,545",909,"6,000","1,000","5,000","2,727","3,000","7,272","4,182",418,"4,600","25,700"
2021-05-04,2021-05-04 10:47,BANK,1D6G00,,다이어트랩,PAY,연어 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-04,2021-05-04 18:31,BANK,0EASG0,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 컬리플라워 50gx2, 브로콜리 50gx2, 미니양배추 50g, 모듬 야채 100g, 직접 구운계란 (모두가 아는 찜질방 그 맛)","19,400","16,400","19,400",0,0,"2,460",492,"6,000","1,000","5,000","2,727","3,000","5,187","3,765",376,"4,141","12,259"
2021-05-04,2021-05-04 19:07,CHECK,2WT0G0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, OP CHOCO (ICE) 초코 프로틴","31,400","28,400","31,400",0,0,"4,260",852,"6,000","1,000","5,000","2,727","3,000","6,987","4,125",412,"4,537","23,863"
2021-05-04,2021-05-04 22:08,CREDIT,0CL580,,다이어트랩,PAY,"수제 디톡스 파인애플 티 (ICE), OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, 더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT","29,000","26,000","29,000",0,0,"3,900",780,"6,000","1,000","5,000","2,727","3,000","6,627","4,053",405,"4,458","21,542"
2021-05-05,2021-05-05 11:06,BANK,1LC7G0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389","19,511"
2021-05-05,2021-05-05 15:01,CHECK,2PWHG0,,다이어트랩,PAY,"연어 스테이크 KIT, 더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, 카페라떼","25,500","22,500","25,500",0,0,"3,375",675,"6,000","1,000","5,000","2,727","3,000","6,102","3,948",395,"4,343","18,157"
2021-05-05,2021-05-05 17:16,BANK,1SED00,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 컬리플라워 50gx4, 브로콜리 50gx2, 직접 구운계란 (모두가 아는 찜질방 그 맛)","19,800","16,800","19,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154","12,646"
2021-05-05,2021-05-05 19:26,CREDIT,16CEG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, OP CHO'BANA (ICE) 초코바나나 프로틴","24,500","21,500","24,500",0,0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310","17,190"
2021-05-06,2021-05-06 10:49,CREDIT,203500,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","19,995"
2021-05-06,2021-05-06 19:33,CREDIT,1UDJR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KITx2, 대추 토마토","32,000","29,000","32,000",0,0,"4,350",870,"6,000","1,000","5,000","2,727","3,000","7,077","4,143",414,"4,557","24,443"
2021-05-06,2021-05-06 19:33,CREDIT,1UDJR0,,다이어트랩,CANCEL,"GO단백 닭가슴살 스테이크 KITx2, 대추 토마토","-32,000","-29,000","-32,000",0,0,"-4,350",-870,"-6,000","-1,000","-5,000","-2,727","-3,000","-7,077","-4,143",-414,"-4,557","-24,443"
2021-05-06,2021-05-06 19:35,CREDIT,07M580,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT","42,900","39,900","42,900",0,0,"5,985","1,197","6,000","1,000","5,000","2,727","3,000","8,712","4,470",447,"4,917","34,983"
2021-05-06,2021-05-06 20:15,CREDIT,1MPS00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"42,000","39,000","42,000",0,0,"5,850","1,170","6,000","1,000","5,000","2,727","3,000","8,577","4,443",444,"4,887","34,113"
2021-05-06,2021-05-06 20:19,BANK,2P5WG0,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"21,500","15,500","21,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112","11,388"
2021-05-07,2021-05-07 15:03,CREDIT,1GXUG0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","25,900","22,900","25,900",0,0,"3,435",687,"6,000","1,000","5,000","2,727","3,000","6,162","3,960",396,"4,356","18,544"
2021-05-07,2021-05-07 15:06,CREDIT,1GXUG0,,다이어트랩,CANCEL,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","-25,900","-22,900","-25,900",0,0,"-3,435",-687,"-6,000","-1,000","-5,000","-2,727","-3,000","-6,162","-3,960",-396,"-4,356","-18,544"
2021-05-08,2021-05-08 12:15,CREDIT,1X1S80,,다이어트랩,PAY,"연어 스테이크 KIT, 브로콜리 50g, 홀그린빈 50g","20,200","17,200","20,200",0,0,"2,580",516,"6,000","1,000","5,000","2,727","3,000","5,307","3,789",379,"4,168","13,032"
2021-05-08,2021-05-08 19:22,CREDIT,1S2R00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-08,2021-05-08 21:55,CREDIT,082K80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴x2","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277","16,223"
2021-05-09,2021-05-09 10:24,CHECK,2NEKR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 모듬 야채 100g","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277","16,223"
2021-05-09,2021-05-09 10:37,CREDIT,1E6C80,,다이어트랩,PAY,"현미밥 (200g), 대추 토마토","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","15,256"
2021-05-09,2021-05-09 15:14,CREDIT,1X1980,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","26,700","23,700","26,700",0,0,"3,555",711,"6,000","1,000","5,000","2,727","3,000","6,282","3,984",398,"4,382","19,318"
2021-05-09,2021-05-09 15:38,CREDIT,2XW1G0,,다이어트랩,PAY,"연어 스테이크 KIT, OP CHO'BANA (ICE) 초코바나나 프로틴","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112","11,388"
2021-05-09,2021-05-09 15:46,CHECK,0Y87G0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 녹차 라떼 (유기농)","34,400","31,400","34,400",0,0,"4,710",942,"6,000","1,000","5,000","2,727","3,000","7,437","4,215",421,"4,636","26,764"
2021-05-09,2021-05-09 17:06,CHECK,27N600,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"30,800","27,800","30,800",0,0,"4,170",834,"6,000","1,000","5,000","2,727","3,000","6,897","4,107",410,"4,517","23,283"
2021-05-09,2021-05-09 23:54,CHECK,07FD00,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, GO단백 닭가슴살 소시지 KIT, 컬리플라워 50g, 홀그린빈 50g","31,700","28,700","31,700",0,0,"4,305",861,"6,000","1,000","5,000","2,727","3,000","7,032","4,134",413,"4,547","24,153"
2021-05-10,2021-05-10 16:44,CHECK,073RR0,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, 녹차 라떼 (유기농)","49,000","46,000","49,000",0,0,"6,900","1,380","6,000","1,000","5,000","2,727","3,000","9,627","4,653",465,"5,118","40,882"
2021-05-10,2021-05-10 16:46,BANK,216V00,,다이어트랩,PAY,"직접 구운계란 (모두가 아는 찜질방 그 맛)x2, 컬리플라워 50gx2, GO단백 닭가슴살 KITx2","22,800","19,800","22,800",0,0,"2,970",594,"6,000","1,000","5,000","2,727","3,000","5,697","3,867",386,"4,253","15,547"
2021-05-10,2021-05-10 17:42,CREDIT,0MF7R0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴x3, 벌크업 소고기 스테이크 KIT, 탄수화물 에너지 KIT","38,500","35,500","38,500",0,0,"5,325","1,065","6,000","1,000","5,000","2,727","3,000","8,052","4,338",434,"4,772","30,728"
2021-05-10,2021-05-10 17:58,CREDIT,02WNR0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","27,700","24,700","27,700",0,0,"3,705",741,"6,000","1,000","5,000","2,727","3,000","6,432","4,014",401,"4,415","20,285"
2021-05-10,2021-05-10 19:13,CREDIT,1DETR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, GO단백 닭가슴살 소시지 KIT, REAL VEGETARIAN KIT (채식), 탄수화물 에너지 KIT","39,800","36,800","39,800",0,0,"5,520","1,104","6,000","1,000","5,000","2,727","3,000","8,247","4,377",437,"4,814","31,986"
2021-05-11,2021-05-11 11:31,CHECK,2EK200,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 대추 토마토","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-11,2021-05-11 15:05,CREDIT,210580,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","24,500","21,500","24,500",0,0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310","17,190"
2021-05-11,2021-05-11 15:20,CREDIT,0V4DR0,,다이어트랩,PAY,OP CHOCO (ICE) 초코 프로틴x3,"22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","15,256"
2021-05-11,2021-05-11 19:42,CREDIT,123GG0,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, 더블 단백질 3 (소고기  닭가슴살) KIT, 핸드드립 아메리카노","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326","17,674"
2021-05-11,2021-05-11 21:28,CREDIT,0H8SR0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 대추 토마토x2","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211","14,289"
2021-05-12,2021-05-12 10:24,CREDIT,0V7LG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"31,300","28,300","31,300",0,0,"4,245",849,"6,000","1,000","5,000","2,727","3,000","6,972","4,122",412,"4,534","23,766"
2021-05-12,2021-05-12 10:28,CHECK,2BKJ80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"20,900","17,900","20,900",0,0,"2,685",537,"6,000","1,000","5,000","2,727","3,000","5,412","3,810",381,"4,191","13,709"
2021-05-12,2021-05-12 16:29,CREDIT,19N100,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","25,500","22,500","25,500",0,0,"3,375",675,"6,000","1,000","5,000","2,727","3,000","6,102","3,948",395,"4,343","18,157"
2021-05-12,2021-05-12 21:08,BANK,07R6R0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 연어 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT","39,900","33,900","39,900",0,0,"5,085","1,017","6,000","1,000","5,000","2,727","3,000","7,812","4,290",429,"4,719","29,181"
