거래일,거래일시,결제유형,주문아이디,브랜드명,상점명,거래유형,주문내역,총금액,주문금액,결제금액,쿠팡부담할인금액,상점부담할인금액,기본요금,,,프로모션요금,,고객부담배달비,고객부담배달비 (총액),프로모션혜택금액,최종요금,,,정산금액
,,,,,,,,,,,,,서비스수수료,카드수수료 및 결제이용료,배달수수료,주문중개수수료,배달요금,,,,총공급가액,총부가세액,총액,
2021-05-13,2021-05-13 14:01,CREDIT,06DP80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389","19,511"
2021-05-13,2021-05-13 16:19,CREDIT,1BW380,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, 고구마 (180g)","39,900","36,900","39,900",0,0,"5,535","1,107","6,000","1,000","5,000","2,727","3,000","8,262","4,380",438,"4,818","32,082"
2021-05-13,2021-05-13 17:05,CREDIT,1X3FR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴x2","25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339","18,061"
2021-05-13,2021-05-13 20:21,CHECK,2D8YG0,,다이어트랩,PAY,탄수화물 에너지 KITx2,"22,000","19,000","22,000",0,0,"2,850",570,"6,000","1,000","5,000","2,727","3,000","5,577","3,843",384,"4,227","14,773"
2021-05-13,2021-05-13 20:55,CREDIT,2R4P00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339","18,061"
2021-05-13,2021-05-13 21:59,CHECK,2XYN00,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 알감자 (140g)","19,400","16,400","19,400",0,0,"2,460",492,"6,000","1,000","5,000","2,727","3,000","5,187","3,765",376,"4,141","12,259"
2021-05-14,2021-05-14 15:27,CHECK,1A6AR0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-14,2021-05-14 16:20,CREDIT,0L5WG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 탄수화물 에너지 KIT, GO단백 닭가슴살 스테이크 KIT","29,400","26,400","29,400",0,0,"3,960",792,"6,000","1,000","5,000","2,727","3,000","6,687","4,065",406,"4,471","21,929"
2021-05-14,2021-05-14 19:02,CHECK,2VNM80,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, 수제 디톡스 파인애플 티 (ICE)","20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178","13,322"
2021-05-14,2021-05-14 22:08,CHECK,03YXR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 녹차 라떼 (유기농)","28,500","25,500","28,500",0,0,"3,825",765,"6,000","1,000","5,000","2,727","3,000","6,552","4,038",404,"4,442","21,058"
2021-05-15,2021-05-15 10:04,BANK,11F600,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"45,000","42,000","45,000",0,0,"6,300","1,260","6,000","1,000","5,000","2,727","3,000","9,027","4,533",453,"4,986","37,014"
2021-05-15,2021-05-15 11:06,BANK,1YWS00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161","12,839"
2021-05-15,2021-05-15 12:38,CHECK,1EF4G0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KITx2, 대추 토마토","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260","15,740"
2021-05-15,2021-05-15 13:57,CREDIT,1RHV00,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 핸드드립 아메리카노x2","24,000","21,000","24,000",0,0,"3,150",630,"6,000","1,000","5,000","2,727","3,000","5,877","3,903",390,"4,293","16,707"
2021-05-15,2021-05-15 14:34,CHECK,0H3N00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405","19,995"
2021-05-15,2021-05-15 23:50,CHECK,06TL80,,다이어트랩,PAY,"더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, 연어 스테이크 KIT","27,000","24,000","27,000",0,0,"3,600",720,"6,000","1,000","5,000","2,727","3,000","6,327","3,993",399,"4,392","19,608"
2021-05-16,2021-05-16 10:08,CREDIT,1KVL00,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 수제 디톡스 파인애플 티 (ICE)","31,400","28,400","31,400",0,0,"4,260",852,"6,000","1,000","5,000","2,727","3,000","6,987","4,125",412,"4,537","23,863"
2021-05-16,2021-05-16 11:02,CREDIT,0GEHR0,,다이어트랩,PAY,"컬리플라워 50g, 홀그린빈 50g, REAL VEGETARIAN KIT (채식), GO단백 닭가슴살 스테이크 KIT","25,700","19,700","25,700",0,0,"2,955",591,"6,000","1,000","5,000","2,727","3,000","5,682","3,864",386,"4,250","15,450"
2021-05-16,2021-05-16 12:36,CHECK,0EWY00,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 벌크업 소고기 스테이크 KIT, 홀그린빈 50g","29,700","26,700","29,700",0,0,"4,005",801,"6,000","1,000","5,000","2,727","3,000","6,732","4,074",407,"4,481","22,219"
2021-05-16,2021-05-16 12:37,CHECK,0BWAR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 벌크업 소고기 단백질 KIT","20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178","13,322"
2021-05-16,2021-05-16 16:59,CHECK,2CP1R0,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, GO단백 닭가슴살 스테이크 KIT","20,400","17,400","20,400",0,0,"2,610",522,"6,000","1,000","5,000","2,727","3,000","5,337","3,795",379,"4,174","13,226"
2021-05-16,2021-05-16 20:42,BANK,06AG00,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-16,2021-05-16 22:11,CREDIT,23R0R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372","19,028"
2021-05-16,2021-05-16 23:04,CHECK,13MR00,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, REAL VEGETARIAN KIT (채식)","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-05-17,2021-05-17 10:49,CHECK,0HL980,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 수제 디톡스 파인애플 에이드 (ICE)","33,900","30,900","33,900",0,0,"4,635",927,"6,000","1,000","5,000","2,727","3,000","7,362","4,200",420,"4,620","26,280"
2021-05-17,2021-05-17 15:42,BANK,2G0E80,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 미니양배추 50gx2, 브로콜리 50gx2, 애기당근 50g, 홀그린빈 50g","18,200","15,200","18,200",0,0,"2,280",456,"6,000","1,000","5,000","2,727","3,000","5,007","3,729",373,"4,102","11,098"
2021-05-17,2021-05-17 19:07,CHECK,0P46R0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-05-17,2021-05-17 21:23,BANK,12XMG0,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, 대추 토마토","21,900","18,900","21,900",0,0,"2,835",567,"6,000","1,000","5,000","2,727","3,000","5,562","3,840",384,"4,224","14,676"
2021-05-17,2021-05-17 21:32,CREDIT,0G8LR0,,다이어트랩,PAY,"OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, 벌크업 소고기 단백질 KIT","19,700","16,700","19,700",0,0,"2,505",501,"6,000","1,000","5,000","2,727","3,000","5,232","3,774",377,"4,151","12,549"
2021-05-17,2021-05-17 23:11,CHECK,2XS200,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 핸드드립 아메리카노x2, OP CHOCO (ICE) 초코 프로틴","44,400","41,400","44,400",0,0,"6,210","1,242","6,000","1,000","5,000","2,727","3,000","8,937","4,515",451,"4,966","36,434"
2021-05-17,2021-05-17 23:41,BANK,05N1R0,,다이어트랩,PAY,"연어 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT","27,000","21,000","27,000",0,0,"3,150",630,"6,000","1,000","5,000","2,727","3,000","5,877","3,903",390,"4,293","16,707"
2021-05-18,2021-05-18 10:25,CREDIT,25RPG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,400","21,400","24,400",0,0,"3,210",642,"6,000","1,000","5,000","2,727","3,000","5,937","3,915",391,"4,306","17,094"
2021-05-18,2021-05-18 11:17,CHECK,21FMG0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 녹차 라떼 (유기농)","34,400","31,400","34,400",0,0,"4,710",942,"6,000","1,000","5,000","2,727","3,000","7,437","4,215",421,"4,636","26,764"
2021-05-18,2021-05-18 18:04,CREDIT,0R5UG0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 벌크업 소고기 단백질 KIT, 더블 단백질 3 (소고기  닭가슴살) KIT","32,800","29,800","32,800",0,0,"4,470",894,"6,000","1,000","5,000","2,727","3,000","7,197","4,167",416,"4,583","25,217"
2021-05-18,2021-05-18 19:09,CHECK,1WXWR0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 고구마 (180g)","30,400","27,400","30,400",0,0,"4,110",822,"6,000","1,000","5,000","2,727","3,000","6,837","4,095",409,"4,504","22,896"
2021-05-18,2021-05-18 21:27,CREDIT,235XG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 애플 유자티","19,900","16,900","19,900",0,0,"2,535",507,"6,000","1,000","5,000","2,727","3,000","5,262","3,780",378,"4,158","12,742"
2021-05-18,2021-05-18 23:11,CREDIT,1E6J00,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, OP CHOCO (ICE) 초코 프로틴","22,900","19,900","22,900",0,0,"2,985",597,"6,000","1,000","5,000","2,727","3,000","5,712","3,870",387,"4,257","15,643"
2021-05-19,2021-05-19 10:08,CREDIT,214K00,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 모듬 야채 100g","27,900","24,900","27,900",0,0,"3,735",747,"6,000","1,000","5,000","2,727","3,000","6,462","4,020",402,"4,422","20,478"
2021-05-19,2021-05-19 11:32,CREDIT,19J6G0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 고구마 (180g)x3, 직접 구운계란 (모두가 아는 찜질방 그 맛)x3","47,600","44,600","47,600",0,0,"6,690","1,338","6,000","1,000","5,000","2,727","3,000","9,417","4,611",461,"5,072","39,528"
2021-05-19,2021-05-19 17:11,CREDIT,0KMT00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 티 (ICE), 홀그린빈 50g","31,700","25,700","31,700",0,0,"3,855",771,"6,000","1,000","5,000","2,727","3,000","6,582","4,044",404,"4,448","21,252"
2021-05-19,2021-05-19 21:28,CREDIT,1YJSR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 몰디브, 직접 구운계란 (모두가 아는 찜질방 그 맛)","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125","11,775"
2021-05-19,2021-05-19 22:32,CHECK,09HVG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372","19,028"
2021-05-19,2021-05-19 23:06,CHECK,0MV300,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 벌크업 소고기 단백질 KIT","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211","14,289"
2021-05-20,2021-05-20 11:26,CHECK,224R80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550","24,250"
2021-05-20,2021-05-20 11:36,CHECK,233S80,,다이어트랩,PAY,더블 단백질 3 (소고기  닭가슴살) KIT,"20,200","17,200","20,200",0,0,"2,580",516,"6,000","1,000","5,000","2,727","3,000","5,307","3,789",379,"4,168","13,032"
2021-05-20,2021-05-20 18:36,CHECK,0NM780,,다이어트랩,PAY,"연어 스테이크 KIT, 벌크업 소고기 단백질 KIT","21,400","18,400","21,400",0,0,"2,760",552,"6,000","1,000","5,000","2,727","3,000","5,487","3,825",382,"4,207","14,193"
2021-05-20,2021-05-20 19:05,CREDIT,2AWL80,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 고구마 (180g)","31,900","28,900","31,900",0,0,"4,335",867,"6,000","1,000","5,000","2,727","3,000","7,062","4,140",414,"4,554","24,346"
2021-05-21,2021-05-21 15:02,CREDIT,1Y6AG0,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, 녹차 라떼 (유기농)","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112","11,388"
2021-05-21,2021-05-21 15:19,CREDIT,0PR780,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), GO단백 닭가슴살 스테이크 KIT","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260","15,740"
2021-05-22,2021-05-22 11:01,CREDIT,0M1B80,,다이어트랩,PAY,"연어 스테이크 KIT, OP CHO'BANA (ICE) 초코바나나 프로틴","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244","15,256"
2021-05-22,2021-05-22 13:49,BANK,01RKG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"35,400","32,400","35,400",0,0,"4,860",972,"6,000","1,000","5,000","2,727","3,000","7,587","4,245",424,"4,669","27,731"
2021-05-22,2021-05-22 14:18,CREDIT,2FFP80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"30,400","27,400","30,400",0,0,"4,110",822,"6,000","1,000","5,000","2,727","3,000","6,837","4,095",409,"4,504","22,896"
2021-05-22,2021-05-22 15:35,CREDIT,0AXX00,,다이어트랩,PAY,OP VANI'BANA (ICE) 바닐라바나나 프로틴x3,"25,500","22,500","25,500",0,0,"3,375",675,"6,000","1,000","5,000","2,727","3,000","6,102","3,948",395,"4,343","18,157"
2021-05-22,2021-05-22 16:21,CREDIT,2TWAG0,,다이어트랩,PAY,"OP CHO'COF (ICE) 초코커피 프로틴, OP VANI'BERRY (ICE) 바닐라  라즈베리 프로틴, GO단백 닭가슴살 KIT, 벌크업 소고기 스테이크 KIT","34,500","31,500","34,500",0,0,"4,725",945,"6,000","1,000","5,000","2,727","3,000","7,452","4,218",422,"4,640","26,860"
2021-05-22,2021-05-22 16:21,CREDIT,2TWAG0,,다이어트랩,CANCEL,"OP CHO'COF (ICE) 초코커피 프로틴, OP VANI'BERRY (ICE) 바닐라  라즈베리 프로틴, GO단백 닭가슴살 KIT, 벌크업 소고기 스테이크 KIT","-34,500","-31,500","-34,500",0,0,"-4,725",-945,"-6,000","-1,000","-5,000","-2,727","-3,000","-7,452","-4,218",-422,"-4,640","-26,860"
2021-05-22,2021-05-22 19:20,CREDIT,1SDLG0,,다이어트랩,PAY,"OP VANI'COF (ICE) 바닐라커피 프로틴, GO단백 닭가슴살 스테이크 KIT","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260","15,740"
2021-05-22,2021-05-22 19:55,BANK,29SNR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 연어 스테이크 KIT","20,400","17,400","20,400",0,0,"2,610",522,"6,000","1,000","5,000","2,727","3,000","5,337","3,795",379,"4,174","13,226"
2021-05-22,2021-05-22 20:51,BANK,0M24G0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 벌크업 소고기 단백질 KIT, GO단백 닭가슴살 소시지 KIT, 더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT","43,000","37,000","43,000",0,0,"5,550","1,110","6,000","1,000","5,000","2,727","3,000","8,277","4,383",438,"4,821","32,179"
2021-05-22,2021-05-22 22:42,CHECK,18LA80,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, 알감자 (140g)","20,400","17,400","20,400",0,0,"2,610",522,"6,000","1,000","5,000","2,727","3,000","5,337","3,795",379,"4,174","13,226"
2021-05-23,2021-05-23 11:49,CHECK,0BVV80,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, 수제 디톡스 파인애플 티 (ICE), 연어 스테이크 KIT","28,500","25,500","28,500",0,0,"3,825",765,"6,000","1,000","5,000","2,727","3,000","6,552","4,038",404,"4,442","21,058"
2021-05-23,2021-05-23 13:46,CHECK,2D8W00,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 몰디브","34,400","31,400","34,400",0,0,"4,710",942,"6,000","1,000","5,000","2,727","3,000","7,437","4,215",421,"4,636","26,764"
2021-05-23,2021-05-23 16:34,BANK,2RM0R0,,다이어트랩,PAY,"연어 스테이크 KIT, REAL VEGETARIAN KIT (채식)","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","11,872"
2021-05-23,2021-05-23 17:29,CREDIT,2W9680,,다이어트랩,PAY,"단호박 (120g), 닭가슴살 믹스 샐러드, 단호박 (120g)","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","11,872"
2021-05-23,2021-05-23 18:11,CHECK,0F50R0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 핸드드립 아메리카노","19,900","16,900","19,900",0,0,"2,535",507,"6,000","1,000","5,000","2,727","3,000","5,262","3,780",378,"4,158","12,742"
2021-05-23,2021-05-23 18:46,CREDIT,0R5T00,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx3,"30,000","27,000","30,000",0,0,"4,050",810,"6,000","1,000","5,000","2,727","3,000","6,777","4,083",408,"4,491","22,509"
2021-05-23,2021-05-23 19:38,CREDIT,2N8FG0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 수제 디톡스 파인애플 에이드 (ICE)","32,900","29,900","32,900",0,0,"4,485",897,"6,000","1,000","5,000","2,727","3,000","7,212","4,170",417,"4,587","25,313"
2021-05-23,2021-05-23 20:35,CREDIT,2M6R00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 벌크업 소고기 스테이크 KIT","24,500","21,500","24,500",0,0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310","17,190"
2021-05-23,2021-05-23 20:37,CREDIT,10E5R0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125","11,775"
2021-05-23,2021-05-23 21:05,CHECK,2PJR80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 벌크업 소고기 스테이크 KIT","22,500","16,500","22,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-05-23,2021-05-23 22:47,CREDIT,26LN80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178","13,322"
2021-05-24,2021-05-24 11:27,CHECK,0WWUG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-24,2021-05-24 18:55,CHECK,2WTD80,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 직접 구운계란 (모두가 아는 찜질방 그 맛), 수제 디톡스 파인애플 티 (ICE)","38,200","35,200","38,200",0,0,"5,280","1,056","6,000","1,000","5,000","2,727","3,000","8,007","4,329",433,"4,762","30,438"
2021-05-24,2021-05-24 22:05,BANK,0A6WG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 벌크업 소고기 스테이크 KIT","22,900","19,900","22,900",0,0,"2,985",597,"6,000","1,000","5,000","2,727","3,000","5,712","3,870",387,"4,257","15,643"
2021-05-24,2021-05-24 23:30,CHECK,295E00,,다이어트랩,PAY,"연어 스테이크 KIT, 벌크업 소고기 스테이크 KIT","23,800","20,800","23,800",0,0,"3,120",624,"6,000","1,000","5,000","2,727","3,000","5,847","3,897",389,"4,286","16,514"
2021-05-25,2021-05-25 17:13,CREDIT,00DUG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 대추 토마토, 핸드드립 아메리카노","26,000","20,000","26,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260","15,740"
2021-05-25,2021-05-25 17:36,CREDIT,251W00,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 핸드드립 아메리카노x2","49,300","43,300","49,300",0,0,"6,495","1,299","6,000","1,000","5,000","2,727","3,000","9,222","4,572",457,"5,029","38,271"
2021-05-25,2021-05-25 18:03,CREDIT,05XGG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"30,800","27,800","30,800",0,0,"4,170",834,"6,000","1,000","5,000","2,727","3,000","6,897","4,107",410,"4,517","23,283"
2021-05-25,2021-05-25 18:04,CREDIT,1HPD80,,다이어트랩,PAY,"연어 스테이크 KIT, GO단백 닭가슴살 소시지 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128","11,872"
2021-05-25,2021-05-25 19:17,CREDIT,0W6S80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
2021-05-25,2021-05-25 19:59,CHECK,2UUXG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339","18,061"
2021-05-25,2021-05-25 21:23,BANK,0CKEG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT","22,400","19,400","22,400",0,0,"2,910",582,"6,000","1,000","5,000","2,727","3,000","5,637","3,855",385,"4,240","15,160"
2021-05-25,2021-05-25 23:00,CHECK,2FLXG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339","18,061"
2021-05-26,2021-05-26 10:45,CREDIT,0C4T00,,다이어트랩,PAY,"대추 토마토, 벌크업 소고기 단백질 KIT, OP VANI'BERRY (ICE) 바닐라  라즈베리 프로틴","33,900","30,900","33,900",0,0,"4,635",927,"6,000","1,000","5,000","2,727","3,000","7,362","4,200",420,"4,620","26,280"
2021-05-26,2021-05-26 10:47,CHECK,11UXR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KITx2, GO단백 닭가슴살 소시지 KIT","26,000","23,000","26,000",0,0,"3,450",690,"6,000","1,000","5,000","2,727","3,000","6,177","3,963",396,"4,359","18,641"
2021-05-26,2021-05-26 11:26,CREDIT,16KBR0,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, OP CHO'BANA (ICE) 초코바나나 프로틴, GO단백 닭가슴살 소시지 KIT, 탄수화물 에너지 KIT, 닭가슴살 믹스 샐러드","73,500","67,500","73,500",0,0,"10,125","2,025","6,000","1,000","5,000","2,727","3,000","12,852","5,298",530,"5,828","61,672"
2021-05-26,2021-05-26 18:09,CREDIT,1CJ200,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 소고기 믹스샐러드","38,700","35,700","38,700",0,0,"5,355","1,071","6,000","1,000","5,000","2,727","3,000","8,082","4,344",434,"4,778","30,922"
2021-05-26,2021-05-26 18:11,BANK,2NCE00,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, REAL VEGETARIAN KIT (채식)","25,800","22,800","25,800",0,0,"3,420",684,"6,000","1,000","5,000","2,727","3,000","6,147","3,957",395,"4,352","18,448"
2021-05-26,2021-05-26 21:33,CREDIT,2L4C00,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 수제 디톡스 파인애플 에이드 (ICE)","35,900","29,900","35,900",0,0,"4,485",897,"6,000","1,000","5,000","2,727","3,000","7,212","4,170",417,"4,587","25,313"
2021-05-26,2021-05-26 23:18,CREDIT,2G47R0,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, 카페라떼","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145","12,355"
2021-05-27,2021-05-27 11:21,CHECK,23PNR0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,500","37,500","43,500",0,0,"5,625","1,125","6,000","1,000","5,000","2,727","3,000","8,352","4,398",440,"4,838","32,662"
2021-05-27,2021-05-27 17:06,BANK,0WLXG0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, OP CHOCO (ICE) 초코 프로틴","35,800","32,800","35,800",0,0,"4,920",984,"6,000","1,000","5,000","2,727","3,000","7,647","4,257",425,"4,682","28,118"
2021-05-27,2021-05-27 18:34,CREDIT,0WC000,,다이어트랩,PAY,GO단백 닭가슴살 소시지 KITx2,"26,800","23,800","26,800",0,0,"3,570",714,"6,000","1,000","5,000","2,727","3,000","6,297","3,987",398,"4,385","19,415"
2021-05-27,2021-05-27 19:09,CREDIT,08PG00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,900","26,900","29,900",0,0,"4,035",807,"6,000","1,000","5,000","2,727","3,000","6,762","4,080",408,"4,488","22,412"
2021-05-27,2021-05-27 23:11,CREDIT,1F4K80,,다이어트랩,PAY,연어 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095","10,905"
