거래일,거래일시,주문유형,결제유형,주문아이디,브랜드명,상점명,거래유형,주문내역,총금액,주문금액,결제금액,쿠팡부담할인금액,상점부담할인금액,기본요금,,,프로모션요금,,고객부담배달비,고객부담배달비 (총액),프로모션혜택금액,최종요금,,,광고비,,,정산금액
,,,,,,,,,,,,,,서비스수수료,카드수수료 및 결제이용료,배달수수료,주문중개수수료,배달요금,,,,총공급가액,총부가세액,총액,총공급가액,총부가세액,총액,
2021-08-11,2021-08-11 18:24,배달,CHECK,1KRV80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 브로콜리 50gx2","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161",0,0,0,"12,839"
2021-08-11,2021-08-11 18:55,배달,CREDIT,2RUPG0,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, 소스 추가 1개, 모듬 야채 100gx3","51,300","48,300","51,300",0,0,"7,245","1,449","6,000","1,000","5,000","2,727","3,000","9,972","4,722",472,"5,194",0,0,0,"43,106"
2021-08-11,2021-08-11 19:54,배달,CREDIT,08PY80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴x2","36,500","33,500","36,500",0,0,"5,025","1,005","6,000","1,000","5,000","2,727","3,000","7,752","4,278",428,"4,706",0,0,0,"28,794"
2021-08-11,2021-08-11 21:05,배달,CREDIT,1M8480,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 애플 유자티","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-11,2021-08-11 22:15,배달,CREDIT,2RDCG0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,000","40,000","43,000",0,0,"6,000","1,200","6,000","1,000","5,000","2,727","3,000","8,727","4,473",447,"4,920",0,0,0,"35,080"
2021-08-12,2021-08-12 11:24,배달,CREDIT,0F7W00,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 고구마 (180g), 더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326",0,0,0,"17,674"
2021-08-12,2021-08-12 11:44,배달,CREDIT,2FLV00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-08-12,2021-08-12 13:17,배달,CREDIT,24DV80,,다이어트랩,PAY,"벌크업 소고기 스테이크 KITx2, 브로콜리 50gx4","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326",0,0,0,"17,674"
2021-08-12,2021-08-12 16:19,배달,CREDIT,0G9D00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-12,2021-08-12 16:41,배달,CREDIT,1B8SR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KITx2, OP CHOCO (ICE) 초코 프로틴","38,300","35,300","38,300",0,0,"5,295","1,059","6,000","1,000","5,000","2,727","3,000","8,022","4,332",433,"4,765",0,0,0,"30,535"
2021-08-12,2021-08-12 16:50,배달,CREDIT,2P7C00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,000","40,000","43,000",0,0,"6,000","1,200","6,000","1,000","5,000","2,727","3,000","8,727","4,473",447,"4,920",0,0,0,"35,080"
2021-08-12,2021-08-12 17:15,배달,BANK,18Y100,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-12,2021-08-12 19:46,배달,CHECK,1U49G0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 브로콜리 50g","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145",0,0,0,"12,355"
2021-08-12,2021-08-12 21:56,배달,CHECK,26V2R0,,다이어트랩,PAY,"연어 스테이크 KIT, GO단백 닭가슴살 소시지 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-08-12,2021-08-12 22:09,배달,CHECK,032FR0,,다이어트랩,PAY,"더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, 브로콜리 50gx2, 미니양배추 50gx2","21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-08-12,2021-08-12 22:34,배달,CREDIT,2JG480,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-13,2021-08-13 11:09,배달,CHECK,174HG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211",0,0,0,"14,289"
2021-08-13,2021-08-13 12:17,배달,CREDIT,0SAYR0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-08-13,2021-08-13 12:32,배달,CREDIT,1JN5G0,,다이어트랩,PAY,벌크업 소고기 단백질 KIT,"22,800","16,800","22,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154",0,0,0,"12,646"
2021-08-13,2021-08-13 12:57,배달,BANK,123WG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405",0,0,0,"19,995"
2021-08-13,2021-08-13 14:07,배달,CREDIT,21SJG0,,다이어트랩,PAY,"벌크업 소고기 단백질 KITx2, 브로콜리 50gx4","35,000","32,000","35,000",0,0,"4,800",960,"6,000","1,000","5,000","2,727","3,000","7,527","4,233",423,"4,656",0,0,0,"27,344"
2021-08-13,2021-08-13 14:33,배달,CREDIT,1A0CG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-13,2021-08-13 16:37,배달,CREDIT,0S3V80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴","23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290",0,0,0,"16,610"
2021-08-13,2021-08-13 17:19,배달,CREDIT,1R7CR0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT","22,500","16,500","22,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145",0,0,0,"12,355"
2021-08-13,2021-08-13 18:02,배달,CHECK,2B3380,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 브로콜리 50gx2","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161",0,0,0,"12,839"
2021-08-13,2021-08-13 18:15,배달,CREDIT,2BHM80,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,500","40,500","43,500",0,0,"6,075","1,215","6,000","1,000","5,000","2,727","3,000","8,802","4,488",449,"4,937",0,0,0,"35,563"
2021-08-13,2021-08-13 18:21,배달,CREDIT,2PGBG0,,다이어트랩,PAY,"닭가슴살 믹스 샐러드, GO단백 닭가슴살 스테이크 KIT","21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-08-13,2021-08-13 18:42,배달,CHECK,0NGFG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,900","26,900","29,900",0,0,"4,035",807,"6,000","1,000","5,000","2,727","3,000","6,762","4,080",408,"4,488",0,0,0,"22,412"
2021-08-13,2021-08-13 20:46,배달,CHECK,0GCKG0,,다이어트랩,PAY,"단호박 (120g)x2, 브로콜리 50gx2, 미니양배추 50g","19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145",0,0,0,"12,355"
2021-08-13,2021-08-13 22:42,배달,CREDIT,25WHR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-13,2021-08-13 23:16,배달,CHECK,03M6R0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 닭가슴살 믹스 샐러드, GO단백 닭가슴살 스테이크 KIT","26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-13,2021-08-13 23:20,배달,CHECK,21LRG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","25,900","1,000",0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-13,2021-08-13 23:24,배달,CREDIT,0KUN80,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), (3KIT 선택) 하루 세끼 다이어트 식단","34,900","31,900","34,900",0,0,"4,785",957,"6,000","1,000","5,000","2,727","3,000","7,512","4,230",423,"4,653",0,0,0,"27,247"
2021-08-14,2021-08-14 10:04,배달,CREDIT,24KFG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KITx2, 브로콜리 50gx4","36,000","33,000","36,000",0,0,"4,950",990,"6,000","1,000","5,000","2,727","3,000","7,677","4,263",426,"4,689",0,0,0,"28,311"
2021-08-14,2021-08-14 11:59,배달,CREDIT,2XX080,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KITx2, OP CHOCO (ICE) 초코 프로틴","38,300","35,300","38,300",0,0,"5,295","1,059","6,000","1,000","5,000","2,727","3,000","8,022","4,332",433,"4,765",0,0,0,"30,535"
2021-08-14,2021-08-14 12:16,배달,CREDIT,0JTM80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,700","25,700","28,700",0,0,"3,855",771,"6,000","1,000","5,000","2,727","3,000","6,582","4,044",404,"4,448",0,0,0,"21,252"
2021-08-14,2021-08-14 13:12,배달,CREDIT,0V86G0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 벌크업 소고기 단백질 KIT, 벌크업 소고기 스테이크 KITx2","50,400","44,400","50,400",0,0,"6,660","1,332","6,000","1,000","5,000","2,727","3,000","9,387","4,605",460,"5,065",0,0,0,"39,335"
2021-08-14,2021-08-14 13:20,배달,CHECK,12XJ00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 연어 스테이크 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-08-14,2021-08-14 13:31,배달,CHECK,0CD900,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 대추 토마토","28,000","25,000","28,000",0,0,"3,750",750,"6,000","1,000","5,000","2,727","3,000","6,477","4,023",402,"4,425",0,0,0,"20,575"
2021-08-14,2021-08-14 14:38,배달,CREDIT,19ALR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,900","24,900","27,900",0,0,"3,735",747,"6,000","1,000","5,000","2,727","3,000","6,462","4,020",402,"4,422",0,0,0,"20,478"
2021-08-14,2021-08-14 17:38,배달,BANK,228LR0,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, OP CHOCO (ICE) 초코 프로틴","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161",0,0,0,"12,839"
2021-08-14,2021-08-14 18:49,배달,CREDIT,0N16G0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단x2,"83,000","80,000","83,000",0,0,"12,000","2,400","6,000","1,000","5,000","2,727","3,000","14,727","5,673",567,"6,240",0,0,0,"73,760"
2021-08-14,2021-08-14 20:28,배달,CHECK,135EG0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,000","40,000","43,000",0,0,"6,000","1,200","6,000","1,000","5,000","2,727","3,000","8,727","4,473",447,"4,920",0,0,0,"35,080"
2021-08-14,2021-08-14 22:09,배달,CREDIT,0TYE00,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 소시지 KIT","19,400","16,400","19,400",0,0,"2,460",492,"6,000","1,000","5,000","2,727","3,000","5,187","3,765",376,"4,141",0,0,0,"12,259"
2021-08-14,2021-08-14 22:16,배달,CREDIT,2S94R0,,다이어트랩,PAY,"탄수화물 에너지 KIT, 더블 단백질 3 (소고기  닭가슴살) KIT, 벌크업 소고기 스테이크 KIT, 핸드드립 아메리카노","34,000","31,000","34,000",0,0,"4,650",930,"6,000","1,000","5,000","2,727","3,000","7,377","4,203",420,"4,623",0,0,0,"26,377"
2021-08-14,2021-08-14 22:50,배달,CHECK,0BP200,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 연어 스테이크 KIT","23,400","17,400","23,400",0,0,"2,610",522,"6,000","1,000","5,000","2,727","3,000","5,337","3,795",379,"4,174",0,0,0,"13,226"
2021-08-14,2021-08-14 23:09,배달,CHECK,14NFR0,,다이어트랩,PAY,"미니양배추 50g, 브로콜리 50gx2, 단호박 (120g)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-15,2021-08-15 10:03,배달,CREDIT,1U2C80,,다이어트랩,PAY,"벌크업 소고기 스테이크 KITx2, 브로콜리 50gx4","36,000","33,000","36,000",0,0,"4,950",990,"6,000","1,000","5,000","2,727","3,000","7,677","4,263",426,"4,689",0,0,0,"28,311"
2021-08-15,2021-08-15 10:05,배달,CREDIT,2RSGR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"25,400","22,400","25,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339",0,0,0,"18,061"
2021-08-15,2021-08-15 10:50,배달,CREDIT,2512R0,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, 핸드드립 아메리카노","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-15,2021-08-15 12:22,배달,CHECK,20XW00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-15,2021-08-15 16:03,배달,CHECK,1RFUR0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 수제 디톡스 파인애플 에이드 (ICE)","33,900","30,900","33,900",0,0,"4,635",927,"6,000","1,000","5,000","2,727","3,000","7,362","4,200",420,"4,620",0,0,0,"26,280"
2021-08-15,2021-08-15 18:20,배달,CREDIT,12T700,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 소시지 KIT","57,000","54,000","57,000",0,0,"8,100","1,620","6,000","1,000","5,000","2,727","3,000","10,827","4,893",489,"5,382",0,0,0,"48,618"
2021-08-15,2021-08-15 18:29,배달,CREDIT,159EG0,,다이어트랩,PAY,"수제 디톡스 파인애플 티 (ICE), 탄수화물 에너지 KIT","22,500","19,500","22,500",0,0,"2,925",585,"6,000","1,000","5,000","2,727","3,000","5,652","3,858",386,"4,244",0,0,0,"15,256"
2021-08-15,2021-08-15 22:11,배달,BANK,0XAT80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,400","22,400","28,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339",0,0,0,"18,061"
2021-08-15,2021-08-15 23:26,배달,CREDIT,2CGFG0,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, 연어 스테이크 KIT, 탄수화물 에너지 KIT","27,900","24,900","27,900",0,0,"3,735",747,"6,000","1,000","5,000","2,727","3,000","6,462","4,020",402,"4,422",0,0,0,"20,478"
2021-08-16,2021-08-16 10:06,배달,CREDIT,2V1M80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"35,900","32,900","35,900",0,0,"4,935",987,"6,000","1,000","5,000","2,727","3,000","7,662","4,260",426,"4,686",0,0,0,"28,214"
2021-08-16,2021-08-16 10:38,배달,CREDIT,1GJKR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,400","23,400","26,400",0,0,"3,510",702,"6,000","1,000","5,000","2,727","3,000","6,237","3,975",397,"4,372",0,0,0,"19,028"
2021-08-16,2021-08-16 10:56,배달,CHECK,1LA880,,다이어트랩,PAY,닭가슴살 믹스 샐러드,"23,000","17,000","23,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161",0,0,0,"12,839"
2021-08-16,2021-08-16 12:15,배달,CREDIT,2CUL00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-08-16,2021-08-16 13:02,배달,CREDIT,1UUH80,,다이어트랩,PAY,"수제 디톡스 파인애플 티 (ICE), GO단백 닭가슴살 KIT","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125",0,0,0,"11,775"
2021-08-16,2021-08-16 14:29,배달,CREDIT,1EREG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,400","25,400","28,400",0,0,"3,810",762,"6,000","1,000","5,000","2,727","3,000","6,537","4,035",403,"4,438",0,0,0,"20,962"
2021-08-16,2021-08-16 16:24,배달,BANK,14D7G0,,다이어트랩,PAY,"더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, 모듬 야채 100g","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277",0,0,0,"16,223"
2021-08-16,2021-08-16 16:45,배달,CREDIT,1W4780,,다이어트랩,PAY,"OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴, 더블 단백질 3 (소고기  닭가슴살) KIT","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211",0,0,0,"14,289"
2021-08-16,2021-08-16 17:14,배달,CREDIT,22XD00,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, GO단백 닭가슴살 스테이크 KIT","22,000","16,000","22,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-08-16,2021-08-16 18:45,배달,BANK,1Y48G0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 수제 디톡스 파인애플 티 (ICE)","38,300","35,300","38,300",0,0,"5,295","1,059","6,000","1,000","5,000","2,727","3,000","8,022","4,332",433,"4,765",0,0,0,"30,535"
2021-08-16,2021-08-16 18:56,배달,CHECK,2PV180,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx2,"43,000","37,000","43,000",0,0,"5,550","1,110","6,000","1,000","5,000","2,727","3,000","8,277","4,383",438,"4,821",0,0,0,"32,179"
2021-08-16,2021-08-16 19:12,배달,CHECK,0WWKR0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴x2, 직접 구운계란 (모두가 아는 찜질방 그 맛)x2","19,800","16,800","19,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154",0,0,0,"12,646"
2021-08-16,2021-08-16 19:40,배달,BANK,1JGB00,,다이어트랩,PAY,"GO단백 닭가슴살 소시지 KIT, 핸드드립 아메리카노, 미니양배추 50g","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-08-16,2021-08-16 19:50,배달,BANK,0BDTR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,900","25,900","28,900",0,0,"3,885",777,"6,000","1,000","5,000","2,727","3,000","6,612","4,050",405,"4,455",0,0,0,"21,445"
2021-08-16,2021-08-16 21:53,배달,CREDIT,1C63R0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,000","40,000","43,000",0,0,"6,000","1,200","6,000","1,000","5,000","2,727","3,000","8,727","4,473",447,"4,920",0,0,0,"35,080"
2021-08-16,2021-08-16 22:22,배달,CREDIT,0NX2G0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-16,2021-08-16 22:33,배달,CREDIT,0V4RG0,,다이어트랩,PAY,"닭가슴살 믹스 샐러드, GO단백 닭가슴살 스테이크 KIT","21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-08-16,2021-08-16 23:08,배달,CREDIT,28HWG0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 닭가슴살 믹스 샐러드, 수제 디톡스 파인애플 티 (ICE)","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326",0,0,0,"17,674"
2021-08-17,2021-08-17 11:00,배달,CREDIT,145H80,,다이어트랩,PAY,탄수화물 에너지 KIT,"23,400","20,400","23,400",0,0,"3,060",612,"6,000","1,000","5,000","2,727","3,000","5,787","3,885",388,"4,273",0,0,0,"16,127"
2021-08-17,2021-08-17 11:32,배달,CREDIT,08D580,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-08-17,2021-08-17 11:57,배달,CREDIT,1P9980,,다이어트랩,PAY,GO단백 닭가슴살 소시지 KIT,"19,500","16,500","19,500",0,0,"2,475",495,"6,000","1,000","5,000","2,727","3,000","5,202","3,768",377,"4,145",0,0,0,"12,355"
2021-08-17,2021-08-17 12:11,배달,CREDIT,2DB680,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, OP CHOCO (ICE) 초코 프로틴","23,500","17,500","23,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178",0,0,0,"13,322"
2021-08-17,2021-08-17 13:05,배달,CREDIT,2J7680,,다이어트랩,PAY,벌크업 소고기 단백질 KIT,"22,800","16,800","22,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154",0,0,0,"12,646"
2021-08-17,2021-08-17 14:17,배달,CREDIT,1G6K00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,500","40,500","43,500",0,0,"6,075","1,215","6,000","1,000","5,000","2,727","3,000","8,802","4,488",449,"4,937",0,0,0,"35,563"
2021-08-17,2021-08-17 15:30,배달,BANK,2BURR0,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, 애기당근 50g","44,500","41,500","44,500",0,0,"6,225","1,245","6,000","1,000","5,000","2,727","3,000","8,952","4,518",452,"4,970",0,0,0,"36,530"
2021-08-17,2021-08-17 16:37,배달,CREDIT,0H7T80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-17,2021-08-17 16:40,배달,CREDIT,0H7T80,,다이어트랩,CANCEL,(3KIT 선택) 하루 세끼 다이어트 식단,"-26,900","-23,900","-26,900",0,0,"-3,585",-717,"-6,000","-1,000","-5,000","-2,727","-3,000","-6,312","-3,990",-399,"-4,389",0,0,0,"-19,511"
2021-08-17,2021-08-17 16:41,배달,CREDIT,2LH980,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"33,400","30,400","33,400",0,0,"4,560",912,"6,000","1,000","5,000","2,727","3,000","7,287","4,185",418,"4,603",0,0,0,"25,797"
2021-08-17,2021-08-17 16:54,배달,CREDIT,2U3TR0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-17,2021-08-17 18:08,배달,BANK,1X5ER0,,다이어트랩,PAY,"더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, 모듬 야채 100g","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277",0,0,0,"16,223"
2021-08-17,2021-08-17 18:14,배달,CHECK,03FUG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"24,900","21,900","24,900",0,0,"3,285",657,"6,000","1,000","5,000","2,727","3,000","6,012","3,930",393,"4,323",0,0,0,"17,577"
2021-08-17,2021-08-17 18:25,배달,CREDIT,2TMX80,,다이어트랩,PAY,"연어 스테이크 KIT, 오미자 티 (수제청)","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-17,2021-08-17 18:59,배달,CHECK,1N8U00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"43,500","40,500","43,500",0,0,"6,075","1,215","6,000","1,000","5,000","2,727","3,000","8,802","4,488",449,"4,937",0,0,0,"35,563"
2021-08-17,2021-08-17 19:56,배달,CREDIT,0737G0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405",0,0,0,"19,995"
2021-08-17,2021-08-17 22:43,배달,CREDIT,2AK980,,다이어트랩,PAY,GO단백 닭가슴살 소시지 KITx2,"19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
