거래일,거래일시,주문유형,결제유형,주문아이디,브랜드명,상점명,거래유형,주문내역,총금액,주문금액,결제금액,쿠팡부담할인금액,상점부담할인금액,기본요금,,,프로모션요금,,고객부담배달비,고객부담배달비 (총액),프로모션혜택금액,최종요금,,,광고비,,,정산금액
,,,,,,,,,,,,,,서비스수수료,카드수수료 및 결제이용료,배달수수료,주문중개수수료,배달요금,,,,총공급가액,총부가세액,총액,총공급가액,총부가세액,총액,
2021-07-29,2021-07-29 16:14,배달,CREDIT,1SKXR0,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx2,"24,800","21,800","24,800",0,0,"3,270",654,"6,000","1,000","5,000","2,727","3,000","5,997","3,927",392,"4,319",0,0,0,"17,481"
2021-07-29,2021-07-29 18:04,배달,CREDIT,23A400,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), GO단백 닭가슴살 스테이크 KIT","21,500","15,500","21,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-07-29,2021-07-29 18:07,배달,CREDIT,24DU80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-07-29,2021-07-29 19:04,배달,CREDIT,00MS80,,다이어트랩,PAY,"OP CHO'BANA (ICE) 초코바나나 프로틴, OP CHO'COF (ICE) 초코커피 프로틴","21,500","15,500","21,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-07-29,2021-07-29 19:04,배달,BANK,2J6BG0,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, OP CHOCO (ICE) 초코 프로틴","21,200","18,200","21,200",0,0,"2,730",546,"6,000","1,000","5,000","2,727","3,000","5,457","3,819",382,"4,201",0,0,0,"13,999"
2021-07-29,2021-07-29 20:56,배달,CREDIT,0HYMR0,,다이어트랩,PAY,연어 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-07-29,2021-07-29 21:02,배달,CREDIT,1JGG80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,300","26,300","29,300",0,0,"3,945",789,"6,000","1,000","5,000","2,727","3,000","6,672","4,062",406,"4,468",0,0,0,"21,832"
2021-07-29,2021-07-29 22:18,배달,CREDIT,122RR0,,다이어트랩,PAY,"연어 스테이크 KIT, 모듬 야채 100g, 브로콜리 50g","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-07-30,2021-07-30 10:55,배달,CREDIT,15DNR0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260",0,0,0,"15,740"
2021-07-30,2021-07-30 10:58,배달,CREDIT,1T2N80,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 핸드드립 아메리카노","26,000","20,000","26,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260",0,0,0,"15,740"
2021-07-30,2021-07-30 11:29,배달,CREDIT,121C00,,다이어트랩,PAY,"GO단백 닭가슴살 KIT, OP CHO'COF (ICE) 초코커피 프로틴","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-07-30,2021-07-30 11:38,배달,CREDIT,2PCT80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-07-30,2021-07-30 12:04,배달,CREDIT,0EGG80,,다이어트랩,PAY,"OP CHO'BANA (ICE) 초코바나나 프로틴, 벌크업 소고기 단백질 KIT","19,700","16,700","19,700",0,0,"2,505",501,"6,000","1,000","5,000","2,727","3,000","5,232","3,774",377,"4,151",0,0,0,"12,549"
2021-07-30,2021-07-30 12:38,배달,CREDIT,2E1HG0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 벌크업 소고기 스테이크 KIT","25,400","19,400","25,400",0,0,"2,910",582,"6,000","1,000","5,000","2,727","3,000","5,637","3,855",385,"4,240",0,0,0,"15,160"
2021-07-30,2021-07-30 13:17,배달,CREDIT,00JGG0,,다이어트랩,PAY,"연어 스테이크 KIT, REAL VEGETARIAN KIT (채식), 브로콜리 50gx4","27,500","24,500","27,500",0,0,"3,675",735,"6,000","1,000","5,000","2,727","3,000","6,402","4,008",401,"4,409",0,0,0,"20,091"
2021-07-30,2021-07-30 13:49,배달,CREDIT,1283R0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT","23,000","20,000","23,000",0,0,"3,000",600,"6,000","1,000","5,000","2,727","3,000","5,727","3,873",387,"4,260",0,0,0,"15,740"
2021-07-30,2021-07-30 15:44,배달,CREDIT,19VH80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-07-30,2021-07-30 15:57,배달,CREDIT,2X99G0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴","23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290",0,0,0,"16,610"
2021-07-30,2021-07-30 16:16,배달,CREDIT,2GEX80,,다이어트랩,PAY,벌크업 소고기 스테이크 KITx2,"32,000","29,000","32,000",0,0,"4,350",870,"6,000","1,000","5,000","2,727","3,000","7,077","4,143",414,"4,557",0,0,0,"24,443"
2021-07-30,2021-07-30 22:48,배달,CHECK,2NXYG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,400","25,400","28,400",0,0,"3,810",762,"6,000","1,000","5,000","2,727","3,000","6,537","4,035",403,"4,438",0,0,0,"20,962"
2021-07-31,2021-07-31 12:12,배달,CREDIT,02TM80,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KITx2","34,500","31,500","34,500",0,0,"4,725",945,"6,000","1,000","5,000","2,727","3,000","7,452","4,218",422,"4,640",0,0,0,"26,860"
2021-07-31,2021-07-31 13:05,배달,CREDIT,2S2S00,,다이어트랩,PAY,벌크업 소고기 단백질 KIT,"22,800","16,800","22,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154",0,0,0,"12,646"
2021-07-31,2021-07-31 13:20,배달,CREDIT,229200,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHO'BANA (ICE) 초코바나나 프로틴, 핸드드립 아메리카노","32,100","26,100","32,100",0,0,"3,915",783,"6,000","1,000","5,000","2,727","3,000","6,642","4,056",405,"4,461",0,0,0,"21,639"
2021-07-31,2021-07-31 14:58,배달,CREDIT,1UPB80,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 연어 스테이크 KIT","21,400","18,400","21,400",0,0,"2,760",552,"6,000","1,000","5,000","2,727","3,000","5,487","3,825",382,"4,207",0,0,0,"14,193"
2021-07-31,2021-07-31 17:14,배달,BANK,1CUS80,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, REAL VEGETARIAN KIT (채식), OP VANI'COF (ICE) 바닐라커피 프로틴","31,500","28,500","31,500",0,0,"4,275",855,"6,000","1,000","5,000","2,727","3,000","7,002","4,128",413,"4,541",0,0,0,"23,959"
2021-07-31,2021-07-31 17:42,배달,BANK,25T500,,다이어트랩,PAY,"OP VANILLA (ICE) 바닐라 프로틴, 고구마 (180g)","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-07-31,2021-07-31 17:49,배달,CREDIT,2PL100,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, OP VANILLA (ICE) 바닐라 프로틴","20,500","17,500","20,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178",0,0,0,"13,322"
2021-08-01,2021-08-01 10:18,배달,CREDIT,0TRB00,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), REAL VEGETARIAN KIT (채식), 브로콜리 50gx4","27,500","24,500","27,500",0,0,"3,675",735,"6,000","1,000","5,000","2,727","3,000","6,402","4,008",401,"4,409",0,0,0,"20,091"
2021-08-01,2021-08-01 10:28,배달,BANK,08M000,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 핸드드립 아메리카노, 오미자 티 (수제청)x2","50,300","47,300","50,300",0,0,"7,095","1,419","6,000","1,000","5,000","2,727","3,000","9,822","4,692",469,"5,161",0,0,0,"42,139"
2021-08-01,2021-08-01 11:06,배달,CHECK,10DRG0,,다이어트랩,PAY,"핸드드립 아메리카노, OP VANI'BERRY (ICE) 바닐라  라즈베리 프로틴, REAL VEGETARIAN KIT (채식)","24,500","21,500","24,500",0,0,"3,225",645,"6,000","1,000","5,000","2,727","3,000","5,952","3,918",392,"4,310",0,0,0,"17,190"
2021-08-01,2021-08-01 11:25,배달,CHECK,0H0600,,다이어트랩,PAY,더블 단백질 3 (소고기  닭가슴살) KIT,"21,900","18,900","21,900",0,0,"2,835",567,"6,000","1,000","5,000","2,727","3,000","5,562","3,840",384,"4,224",0,0,0,"14,676"
2021-08-01,2021-08-01 11:28,배달,CHECK,2KU4G0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 핸드드립 아메리카노","21,000","18,000","21,000",0,0,"2,700",540,"6,000","1,000","5,000","2,727","3,000","5,427","3,813",381,"4,194",0,0,0,"13,806"
2021-08-01,2021-08-01 11:44,배달,BANK,0EK480,,다이어트랩,PAY,"더블 단백질 3 (소고기  닭가슴살) KIT, OP CHOCO (ICE) 초코 프로틴","28,500","25,500","28,500",0,0,"3,825",765,"6,000","1,000","5,000","2,727","3,000","6,552","4,038",404,"4,442",0,0,0,"21,058"
2021-08-01,2021-08-01 12:14,배달,CREDIT,287V00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277",0,0,0,"16,223"
2021-08-01,2021-08-01 12:18,배달,CREDIT,0L1580,,다이어트랩,PAY,"OP CHO'COF (ICE) 초코커피 프로틴, 더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211",0,0,0,"14,289"
2021-08-01,2021-08-01 13:07,배달,CREDIT,1PMC80,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), GO단백 닭가슴살 스테이크 KIT","21,500","15,500","21,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-08-01,2021-08-01 16:44,배달,BANK,0XEN00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"28,400","22,400","28,400",0,0,"3,360",672,"6,000","1,000","5,000","2,727","3,000","6,087","3,945",394,"4,339",0,0,0,"18,061"
2021-08-01,2021-08-01 16:59,배달,BANK,0ARM00,,다이어트랩,PAY,"고구마 (180g), OP CHOCO (ICE) 초코 프로틴","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-08-01,2021-08-01 17:49,배달,CHECK,17Y880,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290",0,0,0,"16,610"
2021-08-01,2021-08-01 18:44,배달,CREDIT,100600,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 벌크업 소고기 스테이크 KIT","25,400","19,400","25,400",0,0,"2,910",582,"6,000","1,000","5,000","2,727","3,000","5,637","3,855",385,"4,240",0,0,0,"15,160"
2021-08-01,2021-08-01 18:56,배달,CREDIT,1LN5R0,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단x2,"83,000","80,000","83,000",0,0,"12,000","2,400","6,000","1,000","5,000","2,727","3,000","14,727","5,673",567,"6,240",0,0,0,"73,760"
2021-08-01,2021-08-01 22:20,배달,CHECK,04B180,,다이어트랩,PAY,"몰디브, OP CHOCO (ICE) 초코 프로틴, 핸드드립 아메리카노","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211",0,0,0,"14,289"
2021-08-02,2021-08-02 10:46,배달,BANK,215DG0,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, 벌크업 소고기 스테이크 KIT","24,200","21,200","24,200",0,0,"3,180",636,"6,000","1,000","5,000","2,727","3,000","5,907","3,909",391,"4,300",0,0,0,"16,900"
2021-08-02,2021-08-02 11:34,배달,CREDIT,23R300,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-08-02,2021-08-02 11:41,배달,CHECK,0L0A80,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, 핸드드립 아메리카노","50,500","47,500","50,500",0,0,"7,125","1,425","6,000","1,000","5,000","2,727","3,000","9,852","4,698",470,"5,168",0,0,0,"42,332"
2021-08-02,2021-08-02 13:30,배달,CHECK,18KG80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴, 브로콜리 50g","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-02,2021-08-02 14:00,배달,CREDIT,1UBWG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-02,2021-08-02 15:35,배달,CREDIT,1JLUG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴","22,000","19,000","22,000",0,0,"2,850",570,"6,000","1,000","5,000","2,727","3,000","5,577","3,843",384,"4,227",0,0,0,"14,773"
2021-08-02,2021-08-02 15:45,배달,BANK,26F680,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), 연어 스테이크 KIT","19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-08-02,2021-08-02 16:30,배달,CHECK,0WFUR0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx4,"33,000","30,000","33,000",0,0,"4,500",900,"6,000","1,000","5,000","2,727","3,000","7,227","4,173",417,"4,590",0,0,0,"25,410"
2021-08-02,2021-08-02 16:53,배달,CREDIT,036M80,,다이어트랩,PAY,벌크업 소고기 스테이크 KIT,"24,900","21,900","24,900",0,0,"3,285",657,"6,000","1,000","5,000","2,727","3,000","6,012","3,930",393,"4,323",0,0,0,"17,577"
2021-08-02,2021-08-02 18:06,배달,CREDIT,026G80,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP VANI'BLUE (ICE) 바닐라  블루베리 프로틴","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-02,2021-08-02 18:39,배달,CREDIT,2UYMG0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, GO단백 닭가슴살 스테이크 KIT","22,000","16,000","22,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-08-02,2021-08-02 18:56,배달,CHECK,2SXHR0,,다이어트랩,PAY,REAL VEGETARIAN KIT (채식)x2,"19,000","16,000","19,000",0,0,"2,400",480,"6,000","1,000","5,000","2,727","3,000","5,127","3,753",375,"4,128",0,0,0,"11,872"
2021-08-02,2021-08-02 19:10,배달,CHECK,1HUAG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-02,2021-08-02 20:59,배달,BANK,17G2R0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","23,900","26,900",0,0,"3,585",717,"6,000","1,000","5,000","2,727","3,000","6,312","3,990",399,"4,389",0,0,0,"19,511"
2021-08-02,2021-08-02 22:03,배달,CREDIT,1B1NG0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 티 (ICE)","21,500","18,500","21,500",0,0,"2,775",555,"6,000","1,000","5,000","2,727","3,000","5,502","3,828",383,"4,211",0,0,0,"14,289"
2021-08-02,2021-08-02 22:18,배달,CREDIT,2ACRG0,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"26,900","20,900","26,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290",0,0,0,"16,610"
2021-08-03,2021-08-03 10:15,배달,CHECK,0J7LG0,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), GO단백 닭가슴살 소시지 KIT, GO단백 닭가슴살 스테이크 KIT, 플랫화이트, 몰디브","42,500","36,500","42,500",0,0,"5,475","1,095","6,000","1,000","5,000","2,727","3,000","8,202","4,368",437,"4,805",0,0,0,"31,695"
2021-08-03,2021-08-03 10:30,배달,CREDIT,25WHG0,,다이어트랩,PAY,"닭가슴살 믹스 샐러드, 수제 디톡스 파인애플 에이드 (ICE)x2","24,000","21,000","24,000",0,0,"3,150",630,"6,000","1,000","5,000","2,727","3,000","5,877","3,903",390,"4,293",0,0,0,"16,707"
2021-08-03,2021-08-03 10:40,배달,CREDIT,21T4R0,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, 연어 스테이크 KIT","20,000","17,000","20,000",0,0,"2,550",510,"6,000","1,000","5,000","2,727","3,000","5,277","3,783",378,"4,161",0,0,0,"12,839"
2021-08-03,2021-08-03 11:15,배달,CREDIT,0LAKG0,,다이어트랩,PAY,"연어 스테이크 KIT, GO단백 닭가슴살 스테이크 KIT, 수제 디톡스 파인애플 티 (ICE), 애기당근 50g","31,000","28,000","31,000",0,0,"4,200",840,"6,000","1,000","5,000","2,727","3,000","6,927","4,113",411,"4,524",0,0,0,"23,476"
2021-08-03,2021-08-03 11:15,배달,CREDIT,0J28R0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-08-03,2021-08-03 12:00,배달,CREDIT,0GCXR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, REAL VEGETARIAN KIT (채식)","23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277",0,0,0,"16,223"
2021-08-03,2021-08-03 12:34,배달,CREDIT,0LFFG0,,다이어트랩,PAY,"OP CHO'COF (ICE) 초코커피 프로틴, GO단백 닭가슴살 KIT, 카페라떼","28,500","25,500","28,500",0,0,"3,825",765,"6,000","1,000","5,000","2,727","3,000","6,552","4,038",404,"4,442",0,0,0,"21,058"
2021-08-03,2021-08-03 12:48,배달,CREDIT,228K80,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), REAL VEGETARIAN KIT (채식), 브로콜리 50gx4","27,500","24,500","27,500",0,0,"3,675",735,"6,000","1,000","5,000","2,727","3,000","6,402","4,008",401,"4,409",0,0,0,"20,091"
2021-08-03,2021-08-03 12:58,배달,CREDIT,1LL480,,다이어트랩,PAY,"(5KIT 선택) only 다이어트 다섯끼 식단, 닭가슴살 믹스 샐러드","47,500","44,500","47,500",0,0,"6,675","1,335","6,000","1,000","5,000","2,727","3,000","9,402","4,608",461,"5,069",0,0,0,"39,431"
2021-08-03,2021-08-03 14:52,배달,CREDIT,1GXL00,,다이어트랩,PAY,"OP CHOCO (ICE) 초코 프로틴, GO단백 닭가슴살 스테이크 KIT","23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290",0,0,0,"16,610"
2021-08-03,2021-08-03 16:38,배달,CREDIT,1TCA80,,다이어트랩,PAY,"연어 스테이크 KIT, 수제 디톡스 파인애플 에이드 (ICE)","23,500","17,500","23,500",0,0,"2,625",525,"6,000","1,000","5,000","2,727","3,000","5,352","3,798",380,"4,178",0,0,0,"13,322"
2021-08-03,2021-08-03 17:37,배달,BANK,04JBR0,,다이어트랩,PAY,"더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, 모듬 야채 100g","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-03,2021-08-03 17:57,배달,CREDIT,00U8G0,,다이어트랩,PAY,"더블 단백질 1 (닭가슴살  닭가슴살 스테이크) KIT, 대추 토마토, 컬리플라워 50g","18,900","15,900","18,900",0,0,"2,385",477,"6,000","1,000","5,000","2,727","3,000","5,112","3,750",375,"4,125",0,0,0,"11,775"
2021-08-03,2021-08-03 18:19,배달,CREDIT,0WNAG0,,다이어트랩,PAY,"REAL VEGETARIAN KIT (채식), GO단백 닭가슴살 스테이크 KIT","21,500","15,500","21,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-08-03,2021-08-03 19:14,배달,CHECK,1GVJ00,,다이어트랩,PAY,"벌크업 소고기 스테이크 KIT, REAL VEGETARIAN KIT (채식)","25,000","22,000","25,000",0,0,"3,300",660,"6,000","1,000","5,000","2,727","3,000","6,027","3,933",393,"4,326",0,0,0,"17,674"
2021-08-03,2021-08-03 21:06,배달,CHECK,232W80,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KIT,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-03,2021-08-03 21:07,배달,CREDIT,185C00,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), GO단백 닭가슴살 스테이크 KIT","18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-03,2021-08-03 21:46,배달,CREDIT,0R9W00,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"29,300","26,300","29,300",0,0,"3,945",789,"6,000","1,000","5,000","2,727","3,000","6,672","4,062",406,"4,468",0,0,0,"21,832"
2021-08-03,2021-08-03 22:31,배달,CREDIT,14MJR0,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, 모듬 야채 100g, 브로콜리 50g, 홀그린빈 50g, 미니양배추 50gx2, 소스 추가 1개","21,500","15,500","21,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-08-04,2021-08-04 10:02,배달,CREDIT,0SKMR0,,다이어트랩,PAY,"수제 디톡스 파인애플 에이드 (ICE), 연어 스테이크 KIT","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-08-04,2021-08-04 10:44,배달,CREDIT,27BW80,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, OP VANI'BERRY (ICE) 바닐라  라즈베리 프로틴","34,100","31,100","34,100",0,0,"4,665",933,"6,000","1,000","5,000","2,727","3,000","7,392","4,206",420,"4,626",0,0,0,"26,474"
2021-08-04,2021-08-04 11:12,배달,BANK,0WVN80,,다이어트랩,PAY,(3KIT 선택) 하루 세끼 다이어트 식단,"27,400","24,400","27,400",0,0,"3,660",732,"6,000","1,000","5,000","2,727","3,000","6,387","4,005",400,"4,405",0,0,0,"19,995"
2021-08-04,2021-08-04 11:42,배달,CREDIT,125LG0,,다이어트랩,PAY,"벌크업 소고기 단백질 KIT, 소스 추가 1개, 핸드드립 아메리카노","26,800","20,800","26,800",0,0,"3,120",624,"6,000","1,000","5,000","2,727","3,000","5,847","3,897",389,"4,286",0,0,0,"16,514"
2021-08-04,2021-08-04 11:44,배달,CREDIT,0UCJG0,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"31,800","28,800","31,800",0,0,"4,320",864,"6,000","1,000","5,000","2,727","3,000","7,047","4,137",413,"4,550",0,0,0,"24,250"
2021-08-04,2021-08-04 11:56,배달,BANK,1R4A00,,다이어트랩,PAY,(5KIT 선택) only 다이어트 다섯끼 식단,"45,400","42,400","45,400",0,0,"6,360","1,272","6,000","1,000","5,000","2,727","3,000","9,087","4,545",454,"4,999",0,0,0,"37,401"
2021-08-04,2021-08-04 12:16,배달,BANK,212CG0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, OP CHO'COF (ICE) 초코커피 프로틴","44,100","41,100","44,100",0,0,"6,165","1,233","6,000","1,000","5,000","2,727","3,000","8,892","4,506",450,"4,956",0,0,0,"36,144"
2021-08-04,2021-08-04 13:51,배달,CHECK,1XALG0,,다이어트랩,PAY,"(3KIT 선택) 하루 세끼 다이어트 식단, 핸드드립 아메리카노","32,900","29,900","32,900",0,0,"4,485",897,"6,000","1,000","5,000","2,727","3,000","7,212","4,170",417,"4,587",0,0,0,"25,313"
2021-08-04,2021-08-04 14:26,배달,CREDIT,162K00,,다이어트랩,PAY,벌크업 소고기 단백질 KIT,"22,800","16,800","22,800",0,0,"2,520",504,"6,000","1,000","5,000","2,727","3,000","5,247","3,777",377,"4,154",0,0,0,"12,646"
2021-08-04,2021-08-04 15:29,배달,CREDIT,0H1R00,,다이어트랩,PAY,GO단백 닭가슴살 스테이크 KITx2,"18,000","15,000","18,000",0,0,"2,250",450,"6,000","1,000","5,000","2,727","3,000","4,977","3,723",372,"4,095",0,0,0,"10,905"
2021-08-04,2021-08-04 15:29,배달,CREDIT,2EVY00,,다이어트랩,PAY,"GO단백 닭가슴살 스테이크 KIT, OP CHOCO (ICE) 초코 프로틴","23,900","20,900","23,900",0,0,"3,135",627,"6,000","1,000","5,000","2,727","3,000","5,862","3,900",390,"4,290",0,0,0,"16,610"
2021-08-04,2021-08-04 16:36,배달,BANK,07NGR0,,다이어트랩,PAY,"더블 단백질 2 (닭가슴살  닭가슴살 소시지) KIT, 브로콜리 50g, 미니양배추 50g","18,500","15,500","18,500",0,0,"2,325",465,"6,000","1,000","5,000","2,727","3,000","5,052","3,738",374,"4,112",0,0,0,"11,388"
2021-08-04,2021-08-04 17:25,배달,CHECK,1KLEG0,,다이어트랩,PAY,벌크업 소고기 단백질 KIT,"23,500","20,500","23,500",0,0,"3,075",615,"6,000","1,000","5,000","2,727","3,000","5,802","3,888",389,"4,277",0,0,0,"16,223"
